gene:Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
gene:BVRB_8g181180	9.0	9.0	78.0	72.0	0.9230769230769232	13.0	0.0	114.0	0.0	0.0	37.0	0.0	324.0	1.0	0.00308641975308642					1.0	1.0	Unclassified
gene:BVRB_8g197790	9.0	0.0	62.0	1.0	0.016129032258064516	11.0	0.0	49.0	0.0	0.0	33.0	0.0	158.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_8g182120	4.0	3.0	71.0	49.0	0.6901408450704225	25.0	0.0	259.0	1.0	0.003861003861003861	31.0	0.0	366.0	2.0	0.00546448087431694			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g191910	9.0	9.0	48.0	44.0	0.9166666666666666	18.0	0.0	117.0	1.0	0.008547008547008548	38.0	0.0	239.0	2.0	0.008368200836820083					1.0	1.0	Unclassified
gene:BVRB_8g193100																						NA
gene:BVRB_8g190740	21.0	9.0	126.0	39.0	0.30952380952380953	16.0	4.0	101.0	14.0	0.13861386138613865	40.0	0.0	255.0	0.0	0.0	0.11113152214261716	0.18704609075053624			1.0	1.0	Unclassified
gene:BVRB_8g186830	18.0	18.0	450.0	444.0	0.9866666666666668	17.0	17.0	417.0	341.0	0.8177458033573142	31.0	11.0	691.0	93.0	0.1345875542691751					2.987362992898036e-14	2.1267367669927358e-13	TE-like
gene:BVRB_8g185610	5.0	5.0	42.0	41.0	0.9761904761904762	11.0	0.0	97.0	1.0	0.010309278350515464	23.0	0.0	263.0	2.0	0.0076045627376425855					1.0	1.0	Unclassified
gene:BVRB_8g193860																						NA
gene:BVRB_8g184560	30.0	30.0	1298.0	1167.0	0.899075500770416	26.0	26.0	997.0	798.0	0.8004012036108324	36.0	12.0	1254.0	258.0	0.2057416267942584	3.767821781295058e-17	2.0485756531024044e-16	2.3266020381813784e-33	1.6070264464830715e-32	4.8314064370728496e-15	3.5330480568654525e-14	TE-like
gene:BVRB_8g189610	18.0	7.0	100.0	39.0	0.39	14.0	4.0	95.0	20.0	0.21052631578947367	48.0	4.0	248.0	11.0	0.04435483870967742					0.002225352570685116	0.010096673876711685	TE-like
gene:BVRB_8g192460						1.0	0.0	11.0	0.0	0.0	3.0	0.0	43.0	0.0	0.0							NA
gene:BVRB_8g197400	11.0	0.0	223.0	0.0	0.0	8.0	0.0	156.0	0.0	0.0	41.0	0.0	629.0	2.0	0.003179650238473768					1.0	1.0	Unmethylated
gene:BVRB_8g188770	47.0	5.0	847.0	89.0	0.1050767414403778	43.0	0.0	755.0	3.0	0.003973509933774834	75.0	0.0	1009.0	4.0	0.003964321110009911	0.99912732248515	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g189830	9.0	4.0	61.0	23.0	0.3770491803278688	11.0	0.0	64.0	1.0	0.015625	34.0	0.0	207.0	2.0	0.00966183574879227					1.0	1.0	Unclassified
gene:BVRB_8g192070	13.0	5.0	250.0	43.0	0.172	15.0	0.0	260.0	1.0	0.003846153846153847	40.0	0.0	655.0	1.0	0.0015267175572519086					1.0	1.0	Unclassified
gene:BVRB_8g182520	1.0	1.0	7.0	7.0	1.0	5.0	0.0	33.0	0.0	0.0	14.0	0.0	89.0	0.0	0.0							Unmethylated
gene:BVRB_8g189250	11.0	0.0	40.0	0.0	0.0	5.0	0.0	23.0	0.0	0.0	12.0	1.0	72.0	5.0	0.06944444444444445							Unmethylated
gene:BVRB_8g193750	24.0	8.0	231.0	102.0	0.4415584415584416	33.0	0.0	246.0	1.0	0.0040650406504065045	113.0	0.0	994.0	2.0	0.002012072434607646	0.3653528159121513	0.5709768171943924	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g193960	15.0	12.0	181.0	79.0	0.4364640883977901	32.0	0.0	440.0	0.0	0.0	85.0	0.0	1018.0	2.0	0.001964636542239685			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g198140																						NA
gene:BVRB_8g192490						16.0	0.0	176.0	1.0	0.005681818181818182	20.0	0.0	160.0	0.0	0.0					1.0	1.0	NA
gene:BVRB_8g182490	93.0	4.0	1237.0	18.0	0.014551333872271624	53.0	0.0	761.0	1.0	0.001314060446780552	126.0	0.0	1724.0	2.0	0.001160092807424594	0.9999999996997644	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_8g196890						4.0	0.0	33.0	0.0	0.0	5.0	0.0	71.0	0.0	0.0							NA
gene:BVRB_8g195870	9.0	5.0	72.0	36.0	0.5	12.0	0.0	92.0	1.0	0.010869565217391304	43.0	0.0	318.0	1.0	0.0031446540880503146					1.0	1.0	Unclassified
gene:BVRB_8g185900	7.0	3.0	332.0	34.0	0.10240963855421686	15.0	8.0	621.0	73.0	0.11755233494363927	30.0	4.0	977.0	32.0	0.032753326509723645					0.0003689417723526492	0.0017227531092355644	TE-like
gene:BVRB_8g198060	19.0	19.0	131.0	121.0	0.9236641221374046	25.0	0.0	238.0	0.0	0.0	88.0	0.0	675.0	1.0	0.0014814814814814814			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g181550	8.0	8.0	70.0	66.0	0.9428571428571428	20.0	0.0	148.0	1.0	0.006756756756756757	37.0	0.0	355.0	1.0	0.0028169014084507052			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g196430	71.0	20.0	1798.0	127.0	0.07063403781979978	42.0	0.0	838.0	0.0	0.0	68.0	0.0	623.0	2.0	0.003210272873194221	0.5581999659515264	0.8431423528771412	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g190850	12.0	2.0	103.0	7.0	0.06796116504854369	11.0	0.0	98.0	0.0	0.0	23.0	0.0	290.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_8g181670						2.0	0.0	25.0	0.0	0.0	1.0	0.0	84.0	0.0	0.0							NA
gene:BVRB_8g186360	20.0	4.0	151.0	24.0	0.15894039735099338	22.0	0.0	187.0	0.0	0.0	50.0	0.0	420.0	0.0	0.0	0.8610281372400056	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g197180	7.0	5.0	56.0	48.0	0.8571428571428571	16.0	0.0	88.0	0.0	0.0	26.0	0.0	225.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g185380						1.0	0.0	44.0	0.0	0.0	1.0	0.0	113.0	0.0	0.0							NA
gene:BVRB_8g183430	8.0	0.0	45.0	0.0	0.0	2.0	0.0	37.0	0.0	0.0	8.0	0.0	92.0	0.0	0.0							NA
gene:BVRB_8g194260	14.0	10.0	132.0	98.0	0.7424242424242424	31.0	0.0	258.0	4.0	0.015503875968992246	42.0	1.0	367.0	6.0	0.01634877384196185			1.0	1.0	0.3829913512103693	1.0	Unclassified
gene:BVRB_8g181320																						NA
gene:BVRB_8g194230	7.0	0.0	87.0	17.0	0.19540229885057472	10.0	0.0	174.0	1.0	0.005747126436781609	28.0	0.0	456.0	1.0	0.0021929824561403508					1.0	1.0	Unmethylated
gene:BVRB_8g196210	4.0	0.0	30.0	0.0	0.0	5.0	0.0	25.0	0.0	0.0	13.0	0.0	97.0	0.0	0.0							Unmethylated
gene:BVRB_8g198830																						NA
gene:BVRB_8g182700	9.0	9.0	70.0	68.0	0.9714285714285714	17.0	4.0	134.0	18.0	0.13432835820895522	52.0	2.0	406.0	9.0	0.022167487684729058					0.11929380346402532	0.4851112999649871	Unclassified
gene:BVRB_8g182230	2.0	2.0	14.0	11.0	0.7857142857142857	4.0	4.0	30.0	25.0	0.8333333333333334	9.0	0.0	65.0	1.0	0.015384615384615384							NA
gene:BVRB_8g198320	21.0	21.0	174.0	169.0	0.971264367816092	21.0	21.0	194.0	172.0	0.8865979381443299	89.0	15.0	768.0	75.0	0.09765625	3.1861282013505675e-12	1.0375972627351202e-11	4.3888674909516364e-27	2.4150361519312215e-26	1.2801503760839944e-13	8.878526177193169e-13	TE-like
gene:BVRB_8g186650	15.0	0.0	220.0	1.0	0.004545454545454545	12.0	0.0	156.0	0.0	0.0	23.0	0.0	358.0	1.0	0.002793296089385475					1.0	1.0	Unmethylated
gene:BVRB_8g197250	17.0	17.0	177.0	167.0	0.9435028248587572	14.0	14.0	153.0	114.0	0.7450980392156863	70.0	45.0	691.0	165.0	0.2387843704775688					2.003798063624948e-69	6.370467224498415e-68	TE-like
gene:BVRB_8g192060	21.0	21.0	291.0	284.0	0.9759450171821306	20.0	19.0	221.0	203.0	0.918552036199095	108.0	21.0	1186.0	112.0	0.09443507588532883	3.1861282013505675e-12	1.0375972627351202e-11	2.6920202850133315e-23	1.3440749841548191e-22	7.864588155916298e-20	6.962671594520234e-19	TE-like
gene:BVRB_8g195980											2.0	0.0	20.0	0.0	0.0							NA
gene:BVRB_8g182440	54.0	25.0	960.0	333.0	0.346875	85.0	0.0	1074.0	3.0	0.002793296089385475	143.0	0.0	1849.0	5.0	0.002704164413196323	0.0037880214706338994	0.007147290417695863	1.0	1.0	1.0	1.0	gbM
gene:BVRB_8g181610	2.0	0.0	18.0	0.0	0.0						3.0	0.0	27.0	0.0	0.0							NA
gene:BVRB_8g197340	8.0	6.0	73.0	62.0	0.8493150684931506	2.0	1.0	20.0	6.0	0.3	16.0	5.0	139.0	15.0	0.1079136690647482							Unclassified
gene:BVRB_8g196350	15.0	15.0	72.0	69.0	0.9583333333333334	31.0	0.0	162.0	0.0	0.0	66.0	0.0	369.0	1.0	0.002710027100271003			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g192700	22.0	8.0	126.0	51.0	0.4047619047619048	9.0	1.0	54.0	10.0	0.1851851851851852	46.0	17.0	269.0	84.0	0.31226765799256506	0.2680865919297128	0.4278374015282715			1.2411577638589763e-21	1.1696629017782419e-20	TE-like
gene:BVRB_8g189410																						NA
gene:BVRB_8g195430	14.0	11.0	101.0	68.0	0.6732673267326733	23.0	6.0	175.0	29.0	0.1657142857142857	62.0	0.0	504.0	2.0	0.003968253968253968			0.0013068241311769313	0.004996304369411008	1.0	1.0	TE-like
gene:BVRB_8g190600	5.0	5.0	44.0	42.0	0.9545454545454546	4.0	0.0	27.0	0.0	0.0	10.0	0.0	91.0	1.0	0.01098901098901099							NA
gene:BVRB_8g187060	23.0	22.0	468.0	215.0	0.4594017094017094	25.0	25.0	822.0	198.0	0.2408759124087592	103.0	23.0	2419.0	119.0	0.04919388176932617	1.514110450223548e-11	4.490764465108128e-11	4.1864718672328687e-32	2.775146939774407e-31	4.8103012087365415e-23	4.760039047467918e-22	TE-like
gene:BVRB_8g198560	7.0	2.0	91.0	29.0	0.31868131868131866	9.0	0.0	82.0	0.0	0.0	17.0	0.0	174.0	0.0	0.0							Unclassified
gene:BVRB_8g198630	3.0	3.0	42.0	36.0	0.8571428571428571	6.0	0.0	80.0	0.0	0.0	12.0	0.0	200.0	1.0	0.005							Unclassified
gene:BVRB_8g198210	25.0	25.0	178.0	178.0	1.0	45.0	0.0	265.0	2.0	0.007547169811320755	107.0	0.0	701.0	6.0	0.008559201141226819	2.0578258905235323e-14	8.690701148022043e-14	1.0	1.0	1.0	1.0	gbM
gene:BVRB_8g192580	5.0	4.0	76.0	62.0	0.8157894736842105	10.0	0.0	85.0	0.0	0.0	33.0	0.0	454.0	2.0	0.004405286343612335					1.0	1.0	Unclassified
gene:BVRB_8g194890																						NA
gene:BVRB_8g189050	12.0	2.0	59.0	16.0	0.2711864406779661	16.0	0.0	103.0	1.0	0.009708737864077669	46.0	0.0	285.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g193130																						NA
gene:BVRB_8g192760	25.0	13.0	384.0	192.0	0.5	14.0	9.0	269.0	148.0	0.5501858736059481	77.0	27.0	892.0	228.0	0.2556053811659193	0.01067580404672805	0.01965858047394217			9.325111360713671e-33	1.2478019659589794e-31	TE-like
gene:BVRB_8g198370	13.0	13.0	113.0	106.0	0.9380530973451328	18.0	0.0	181.0	1.0	0.0055248618784530384	52.0	0.0	516.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g191080	11.0	8.0	110.0	88.0	0.8	19.0	0.0	200.0	1.0	0.005	42.0	0.0	501.0	1.0	0.001996007984031936					1.0	1.0	Unclassified
gene:BVRB_8g184740	8.0	8.0	76.0	73.0	0.9605263157894736	16.0	9.0	114.0	65.0	0.5701754385964912	49.0	16.0	410.0	97.0	0.2365853658536585					1.992001149246867e-19	1.736126471488779e-18	TE-like
gene:BVRB_8g189950																						NA
gene:BVRB_8g185290																						NA
gene:BVRB_8g183510	35.0	17.0	222.0	106.0	0.4774774774774775	30.0	0.0	181.0	1.0	0.0055248618784530384	117.0	0.0	722.0	3.0	0.0041551246537396115	0.008854191737266374	0.016375877870718585	1.0	1.0	1.0	1.0	gbM
gene:BVRB_8g182220	25.0	1.0	440.0	10.0	0.022727272727272728	12.0	0.0	178.0	0.0	0.0	33.0	0.0	508.0	1.0	0.001968503937007874	0.9997598015298154	1.0			1.0	1.0	Unmethylated
gene:BVRB_8g181420	12.0	1.0	103.0	18.0	0.17475728155339804	6.0	0.0	65.0	0.0	0.0	23.0	0.0	241.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_8g193360	15.0	15.0	321.0	315.0	0.9813084112149532	12.0	8.0	222.0	90.0	0.40540540540540543	18.0	0.0	297.0	3.0	0.010101010101010102							Unclassified
gene:BVRB_8g181980																						NA
gene:BVRB_8g194000	6.0	3.0	32.0	16.0	0.5	5.0	0.0	30.0	0.0	0.0	14.0	0.0	97.0	0.0	0.0							Unclassified
gene:BVRB_8g186970											1.0	0.0	34.0	0.0	0.0							NA
gene:BVRB_8g184040	3.0	3.0	20.0	20.0	1.0	4.0	4.0	24.0	24.0	1.0	13.0	3.0	65.0	9.0	0.13846153846153847							Unclassified
gene:BVRB_8g182390																						NA
gene:BVRB_8g186700	6.0	0.0	40.0	0.0	0.0	6.0	0.0	27.0	0.0	0.0	10.0	0.0	96.0	1.0	0.010416666666666666							Unmethylated
gene:BVRB_8g196730	5.0	0.0	39.0	2.0	0.05128205128205128	1.0	0.0	26.0	0.0	0.0	15.0	0.0	131.0	1.0	0.0076335877862595426							Unmethylated
gene:BVRB_8g181830											5.0	0.0	37.0	0.0	0.0							NA
gene:BVRB_8g181120	1.0	1.0	60.0	26.0	0.43333333333333335						15.0	2.0	245.0	6.0	0.024489795918367342							NA
gene:BVRB_8g194390	1.0	1.0	13.0	11.0	0.8461538461538461	2.0	0.0	39.0	0.0	0.0	6.0	0.0	99.0	0.0	0.0							NA
gene:BVRB_8g190410	10.0	8.0	64.0	41.0	0.640625	15.0	0.0	91.0	0.0	0.0	64.0	0.0	383.0	4.0	0.010443864229765013					1.0	1.0	Unclassified
gene:BVRB_8g182350						2.0	0.0	9.0	0.0	0.0												NA
gene:BVRB_8g193680	4.0	4.0	40.0	19.0	0.475	6.0	0.0	41.0	0.0	0.0	7.0	0.0	111.0	1.0	0.009009009009009007							NA
gene:BVRB_8g196080	23.0	11.0	464.0	78.0	0.16810344827586207	24.0	0.0	404.0	3.0	0.007425742574257425	45.0	0.0	607.0	1.0	0.0016474464579901151	0.03709143647425495	0.0650516825109242	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g182100	13.0	0.0	294.0	9.0	0.030612244897959183	21.0	0.0	229.0	0.0	0.0	47.0	0.0	732.0	2.0	0.00273224043715847			1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_8g197580	24.0	13.0	471.0	180.0	0.3821656050955414	14.0	0.0	277.0	2.0	0.007220216606498195	58.0	0.0	788.0	2.0	0.0025380710659898475	0.006894183562091929	0.012830700505573445			1.0	1.0	gbM
gene:BVRB_8g183350	4.0	3.0	19.0	12.0	0.631578947368421	6.0	0.0	38.0	0.0	0.0	11.0	0.0	59.0	1.0	0.01694915254237288							Unclassified
gene:BVRB_8g190460	14.0	2.0	107.0	25.0	0.2336448598130841	8.0	0.0	80.0	2.0	0.025	20.0	0.0	230.0	1.0	0.004347826086956522					1.0	1.0	Unclassified
gene:BVRB_8g186820																						NA
gene:BVRB_8g184300	2.0	1.0	12.0	5.0	0.4166666666666667	5.0	0.0	39.0	4.0	0.10256410256410256	8.0	0.0	58.0	0.0	0.0							NA
gene:BVRB_8g197430	3.0	0.0	22.0	10.0	0.4545454545454545	1.0	0.0	11.0	0.0	0.0	3.0	0.0	62.0	0.0	0.0							NA
gene:BVRB_8g186440																						NA
gene:BVRB_8g196810	8.0	7.0	54.0	46.0	0.8518518518518519	10.0	0.0	88.0	0.0	0.0	30.0	0.0	230.0	1.0	0.004347826086956522					1.0	1.0	Unclassified
gene:BVRB_8g183800											10.0	1.0	33.0	7.0	0.21212121212121213							NA
gene:BVRB_8g187650	26.0	26.0	337.0	329.0	0.9762611275964392	14.0	14.0	179.0	156.0	0.8715083798882681	62.0	20.0	862.0	151.0	0.1751740139211137	5.833711826802304e-15	2.5892863301562783e-14			8.439293900815249e-24	8.520392220582841e-23	TE-like
gene:BVRB_8g198690	5.0	0.0	31.0	3.0	0.0967741935483871						1.0	0.0	53.0	1.0	0.018867924528301886							NA
gene:BVRB_8g188040	2.0	2.0	13.0	11.0	0.8461538461538461	4.0	0.0	24.0	0.0	0.0	13.0	0.0	68.0	1.0	0.014705882352941175							NA
gene:BVRB_8g193330	2.0	1.0	20.0	13.0	0.65	10.0	0.0	62.0	1.0	0.016129032258064516	12.0	0.0	97.0	0.0	0.0							Unmethylated
gene:BVRB_8g191890	5.0	5.0	48.0	48.0	1.0	6.0	5.0	54.0	43.0	0.7962962962962963	42.0	15.0	386.0	66.0	0.17098445595854922					5.486018904569371e-19	4.690145087644558e-18	TE-like
gene:BVRB_8g184770	8.0	2.0	67.0	23.0	0.34328358208955223	11.0	0.0	80.0	2.0	0.025	23.0	0.0	296.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g184490																						NA
gene:BVRB_8g193540																						NA
gene:BVRB_8g188490						72.0	72.0	720.0	686.0	0.9527777777777776	32.0	22.0	296.0	117.0	0.3952702702702703			4.2748684042453535e-91	1.1275190883939963e-89	1.0961061105005356e-35	1.5765171095199148e-34	TE-like
gene:BVRB_8g195450	5.0	5.0	36.0	34.0	0.9444444444444444	14.0	0.0	98.0	0.0	0.0	41.0	0.0	277.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g192840																						NA
gene:BVRB_8g182690																						NA
gene:BVRB_8g183680	1.0	0.0	23.0	4.0	0.17391304347826084	2.0	0.0	18.0	2.0	0.1111111111111111	28.0	0.0	265.0	18.0	0.06792452830188679					1.0	1.0	Unmethylated
gene:BVRB_8g197810	3.0	1.0	26.0	13.0	0.5	5.0	0.0	29.0	0.0	0.0	6.0	0.0	59.0	0.0	0.0							NA
gene:BVRB_8g192300	2.0	2.0	8.0	8.0	1.0	7.0	0.0	41.0	0.0	0.0	18.0	0.0	115.0	1.0	0.008695652173913044							Unclassified
gene:BVRB_8g184280	2.0	0.0	13.0	1.0	0.07692307692307693	3.0	0.0	23.0	0.0	0.0	4.0	0.0	43.0	0.0	0.0							NA
gene:BVRB_8g182260	26.0	21.0	233.0	177.0	0.759656652360515	17.0	11.0	154.0	93.0	0.6038961038961039	83.0	8.0	899.0	61.0	0.067853170189099	4.339600595036e-08	1.0661149127201768e-07			5.366332732768498e-06	2.7263484167083775e-05	TE-like
gene:BVRB_8g195690	49.0	6.0	1382.0	81.0	0.058610709117221424	44.0	0.0	1014.0	6.0	0.005917159763313609	92.0	0.0	1856.0	8.0	0.004310344827586207	0.9979848676344608	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g193910											7.0	0.0	54.0	0.0	0.0							NA
gene:BVRB_8g192660	13.0	5.0	82.0	30.0	0.36585365853658536	14.0	0.0	85.0	0.0	0.0	22.0	0.0	170.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g192810	23.0	18.0	467.0	423.0	0.9057815845824412	15.0	0.0	285.0	6.0	0.021052631578947368	49.0	0.0	1109.0	2.0	0.0018034265103697023	9.88947910195892e-07	2.265385893151678e-06			1.0	1.0	gbM
gene:BVRB_8g183750	78.0	32.0	1289.0	523.0	0.4057408844065167	102.0	1.0	1824.0	21.0	0.011513157894736841	215.0	0.0	3292.0	6.0	0.0018226002430133657	0.010906570454272423	0.02007619801914359	0.9970683257661735	1.0	1.0	1.0	gbM
gene:BVRB_8g181880	1.0	0.0	12.0	0.0	0.0	7.0	0.0	29.0	0.0	0.0	11.0	0.0	63.0	0.0	0.0							NA
gene:BVRB_8g188080	102.0	102.0	2166.0	2112.0	0.9750692520775625	153.0	153.0	2664.0	2373.0	0.8907657657657657	411.0	163.0	7213.0	1341.0	0.18591432136420352	1.4411434032953882e-56	7.427770744943883e-55	9.240827090458695e-193	1.4811387216014698e-190	5.253863415444328e-200	1.1582615608343493e-197	TE-like
gene:BVRB_8g188940	6.0	0.0	70.0	1.0	0.014285714285714284	7.0	0.0	83.0	1.0	0.012048192771084338	10.0	0.0	196.0	0.0	0.0							Unmethylated
gene:BVRB_8g194480	6.0	5.0	36.0	26.0	0.7222222222222222	11.0	0.0	56.0	0.0	0.0	11.0	0.0	84.0	0.0	0.0							Unclassified
gene:BVRB_8g197130	22.0	20.0	187.0	163.0	0.8716577540106952	31.0	0.0	286.0	4.0	0.013986013986013986	79.0	0.0	747.0	6.0	0.008032128514056224	1.3839868312763664e-09	3.6484955557290854e-09	1.0	1.0	1.0	1.0	gbM
gene:BVRB_8g184980	3.0	0.0	15.0	0.0	0.0	3.0	0.0	10.0	0.0	0.0	8.0	0.0	65.0	0.0	0.0							NA
gene:BVRB_8g194440	3.0	0.0	29.0	2.0	0.06896551724137931	6.0	0.0	68.0	0.0	0.0	21.0	0.0	186.0	4.0	0.021505376344086027					1.0	1.0	Unmethylated
gene:BVRB_8g182630																						NA
gene:BVRB_8g198040	9.0	9.0	94.0	83.0	0.8829787234042553	15.0	0.0	161.0	1.0	0.006211180124223602	49.0	0.0	463.0	3.0	0.006479481641468682					1.0	1.0	Unclassified
gene:BVRB_8g183540	9.0	0.0	39.0	1.0	0.02564102564102564	17.0	0.0	83.0	3.0	0.03614457831325301	39.0	0.0	170.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_8g180880	13.0	1.0	128.0	5.0	0.0390625	13.0	2.0	106.0	8.0	0.07547169811320754	45.0	1.0	373.0	4.0	0.010723860589812331					0.4039096990952164	1.0	Unclassified
gene:BVRB_8g192850	1.0	0.0	23.0	0.0	0.0	2.0	0.0	20.0	0.0	0.0	17.0	0.0	288.0	0.0	0.0							Unmethylated
gene:BVRB_8g190340	19.0	11.0	141.0	60.0	0.425531914893617	28.0	0.0	205.0	1.0	0.004878048780487805	52.0	0.0	478.0	2.0	0.0041841004184100415			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g189940																						NA
gene:BVRB_8g195710	16.0	9.0	234.0	80.0	0.3418803418803419	13.0	0.0	158.0	0.0	0.0	59.0	0.0	643.0	1.0	0.0015552099533437016					1.0	1.0	Unclassified
gene:BVRB_8g186030	8.0	8.0	40.0	40.0	1.0	9.0	0.0	58.0	0.0	0.0	20.0	0.0	152.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g183720	5.0	5.0	37.0	36.0	0.972972972972973	8.0	0.0	63.0	2.0	0.031746031746031744	27.0	0.0	170.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g187660																						NA
gene:BVRB_8g181720	10.0	10.0	52.0	51.0	0.9807692307692308	10.0	10.0	57.0	56.0	0.9824561403508772	20.0	1.0	116.0	10.0	0.08620689655172414					0.20541805724037154	0.8211837199074068	Unclassified
gene:BVRB_8g188880	10.0	3.0	52.0	18.0	0.3461538461538461	19.0	0.0	109.0	0.0	0.0	43.0	0.0	308.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_8g181910	32.0	11.0	365.0	90.0	0.2465753424657534	38.0	0.0	445.0	1.0	0.0022471910112359553	75.0	0.0	810.0	1.0	0.0012345679012345679	0.2813078430676612	0.4473822151557799	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g182900	2.0	2.0	16.0	13.0	0.8125	8.0	0.0	51.0	0.0	0.0	11.0	0.0	90.0	1.0	0.011111111111111113							Unclassified
gene:BVRB_8g196480	60.0	16.0	831.0	113.0	0.13598074608904934	57.0	0.0	658.0	5.0	0.0075987841945288764	124.0	0.0	1303.0	4.0	0.003069838833461243	0.6608248023865957	0.973979012796818	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_8g184370	3.0	3.0	29.0	28.0	0.9655172413793104	10.0	0.0	76.0	0.0	0.0	20.0	0.0	223.0	1.0	0.004484304932735426					1.0	1.0	Unclassified
gene:BVRB_8g186890																						NA
gene:BVRB_8g189530						2.0	0.0	15.0	1.0	0.06666666666666668	9.0	0.0	68.0	0.0	0.0							NA
gene:BVRB_8g193250	2.0	2.0	14.0	11.0	0.7857142857142857	7.0	0.0	50.0	0.0	0.0	9.0	0.0	59.0	1.0	0.01694915254237288							NA
gene:BVRB_8g193480																						NA
gene:BVRB_8g192980	5.0	4.0	61.0	53.0	0.8688524590163934	7.0	0.0	67.0	1.0	0.01492537313432836	11.0	0.0	86.0	0.0	0.0							Unclassified
gene:BVRB_8g187230	8.0	3.0	53.0	9.0	0.16981132075471694	3.0	0.0	24.0	1.0	0.041666666666666664	16.0	0.0	131.0	0.0	0.0							Unclassified
gene:BVRB_8g180990	46.0	44.0	615.0	586.0	0.9528455284552846	29.0	20.0	342.0	199.0	0.5818713450292398	160.0	12.0	1771.0	80.0	0.04517221908526256	4.411844515338258e-22	3.6834401391593256e-21	4.84941435797517e-19	2.32466941347414e-18	4.019345602254343e-07	2.1356048857809718e-06	TE-like
gene:BVRB_8g184140																						NA
gene:BVRB_8g195000																						NA
gene:BVRB_8g182200																						NA
gene:BVRB_8g194740	18.0	1.0	135.0	4.0	0.02962962962962963	13.0	0.0	96.0	0.0	0.0	46.0	0.0	325.0	3.0	0.009230769230769232					1.0	1.0	Unmethylated
gene:BVRB_8g192050						1.0	0.0	12.0	0.0	0.0	1.0	0.0	21.0	0.0	0.0							NA
gene:BVRB_8g187860	22.0	7.0	136.0	38.0	0.2794117647058824	14.0	1.0	87.0	6.0	0.06896551724137931	43.0	0.0	242.0	2.0	0.008264462809917356	0.437104609169426	0.6718853867665157			1.0	1.0	Unclassified
gene:BVRB_8g182980	5.0	3.0	31.0	15.0	0.4838709677419355	8.0	0.0	49.0	1.0	0.020408163265306117	10.0	0.0	79.0	2.0	0.02531645569620253							Unclassified
gene:BVRB_8g188670	6.0	6.0	101.0	97.0	0.9603960396039604	32.0	32.0	574.0	539.0	0.9390243902439024	98.0	35.0	1350.0	240.0	0.17777777777777778			6.854340371258143e-41	6.147271400392345e-40	2.4564873754822025e-42	4.155326066098699e-41	TE-like
gene:BVRB_8g195030						1.0	1.0	11.0	2.0	0.18181818181818185												NA
gene:BVRB_8g189510	2.0	0.0	17.0	4.0	0.2352941176470588	1.0	0.0	26.0	0.0	0.0	1.0	0.0	74.0	0.0	0.0							NA
gene:BVRB_8g193260	12.0	10.0	73.0	63.0	0.8630136986301371	16.0	0.0	102.0	1.0	0.00980392156862745	33.0	0.0	233.0	1.0	0.004291845493562232					1.0	1.0	Unclassified
gene:BVRB_8g181570	1.0	1.0	23.0	16.0	0.6956521739130435	2.0	0.0	43.0	0.0	0.0	3.0	0.0	89.0	0.0	0.0							NA
