Transposed,Parent,speciesCount,Atrichopoda,Nnucifera,Acoerulea,Spolyrhiza,Closest
AT1G27650,AT3G44785,2,1,0,2,2,Crubella_Carub.0001s2615
AT1G27680,AT4G39210,1,0,0,0,0,Alyrata_AL1G41200
AT1G27690,AT3G19540,1,0,0,0,0,Alyrata_AL1G41210
AT1G27730,AT5G67450,4,0,2,3,2,Alyrata_AL1G41260
AT1G27740,AT4G33880,2,0,0,3,0,Alyrata_AL1G41270
AT1G27770,AT4G37640,1,0,0,0,0,Alyrata_AL1G41320
AT1G27870,AT1G04625,2,0,0,0,0,Athaliana_AT1G77815
AT1G27910,AT1G24330,1,0,0,0,0,Alyrata_AL1G41390
AT1G27930,AT1G67330,1,0,0,0,0,Crubella_Carub.0001s2638
AT1G27970,AT1G27310,1,0,0,0,2,Crubella_Carub.0001s2642
AT1G27970,AT1G27310,1,0,0,0,2,Alyrata_AL1G41460
AT1G28030,AT1G52790,5,7,0,3,0,Crubella_Carub.0001s2648
AT1G28040,AT2G46494,0,0,0,0,0,Unknown
AT1G28080,AT5G13250,1,0,0,0,0,Alyrata_AL1G41590
AT1G28090,AT5G23690,1,0,0,0,0,Alyrata_AL1G41610
AT1G28130,AT5G54510,6,4,5,3,1,Alyrata_AL1G41660
AT1G28160,AT5G18560,2,1,2,2,1,Alyrata_AL1G41690
AT1G28170,AT1G74090,14,0,2,9,0,Alyrata_AL1G41710
AT1G28200,AT2G22475,1,0,0,2,0,Alyrata_AL1G41740
AT1G28305,AT5G04347,3,0,0,0,0,Brapa_Brara.I05162
AT1G28305,AT5G04347,3,0,0,0,0,Boleracea_Bo8g108710
AT1G28310,AT5G65590,11,7,13,8,7,Esalsugineum_Thhalv10008213m.g
AT1G28430,AT3G20080,6,0,0,0,0,Alyrata_AL1G42060
AT1G29140,AT5G45880,1,0,0,0,0,Alyrata_AL1G42850
AT1G29195,AT2G30230,1,2,2,2,0,Alyrata_AL1G42910
AT1G29200,AT1G11990,1,1,1,1,1,Alyrata_AL1G42990
AT1G29270,AT2G40435,1,1,2,1,1,Alyrata_AL1G43060
AT1G29300,AT3G14870,1,0,0,0,0,Crubella_Carub.0001s2752
AT1G29380,AT5G35740,3,1,2,1,1,Alyrata_AL1G43170
AT1G29840,AT2G19550,3,0,0,0,0,Alyrata_AL1G43670
AT1G30020,AT1G09310,2,1,2,2,15,Alyrata_AL1G43910
AT1G30050,AT5G01970,1,0,0,0,0,Alyrata_AL1G43950
AT1G30110,AT5G06340,1,0,0,0,0,Alyrata_AL1G44010
AT1G30230,AT5G19510,2,1,2,1,1,Alyrata_AL1G44150
AT1G30270,AT2G26980,2,2,5,2,3,Alyrata_AL1G44220
AT1G30350,AT1G11920,1,0,0,0,0,Alyrata_AL1G44280
AT1G30560,AT4G17550,2,0,0,0,0,Alyrata_AL1G44600
AT1G30570,AT3G46290,8,5,14,4,7,Alyrata_AL1G44610
AT1G30600,AT4G20430,1,0,0,0,0,Alyrata_AL1G44640
AT1G30640,AT1G03920,1,1,0,0,0,Alyrata_AL1G44700
AT1G30640,AT1G03920,1,1,0,0,0,Crubella_Carub.0001s2890
AT1G30825,AT2G33385,1,2,1,1,1,Alyrata_AL1G45080
AT1G30990,AT1G14930,2,0,0,0,0,Crubella_Carub.0001s1473
AT1G31240,AT3G02160,1,2,1,1,1,Alyrata_AL1G49240
AT1G31920,AT5G40405,15,0,40,38,33,Alyrata_AL1G46010
AT1G32030,AT1G05920,7,0,0,0,0,Alyrata_AL1G46070
AT1G32320,AT1G18350,1,0,1,1,0,Alyrata_AL1G46460
AT1G32375,AT4G26340,4,0,0,0,0,Crubella_Carub.0001s3076
AT1G32480,AT4G35260,1,0,0,0,2,Alyrata_AL1G46730
AT1G32640,AT5G46760,1,0,0,0,0,Alyrata_AL1G46900
AT1G32700,AT4G17900,1,0,2,1,0,Alyrata_AL1G46950
AT1G32710,AT4G28060,2,1,3,2,1,Esalsugineum_Thhalv10009443m.g
AT1G32740,AT4G17680,1,0,2,0,0,Alyrata_AL1G47020
AT1G32770,AT2G46770,1,0,0,0,0,Alyrata_AL1G47080
AT1G32880,AT3G06720,3,0,0,1,1,Crubella_Carub.0008s0915
AT1G32880,AT3G06720,3,0,0,1,1,Crubella_Carub.0008s0914
AT1G32930,AT1G05170,5,4,4,3,5,Alyrata_AL1G47220
AT1G33250,AT4G23490,1,1,1,1,1,Alyrata_AL1G47630
AT1G33530,AT1G13200,1,0,0,0,0,Brapa_Brara.D02183
AT1G33811,AT5G45670,1,1,0,1,0,Alyrata_AL1G48280
AT1G33840,AT5G01750,2,0,0,0,0,Athaliana_AT2G14560
AT1G33850,AT5G43640,1,0,0,0,0,Esalsugineum_Thhalv10015393m.g
AT1G33850,AT5G43640,1,0,0,0,0,Pxbretschneideri_LOC103931086
AT1G33850,AT5G43640,1,0,0,0,0,Mdomestica_MD00G1187800
AT1G33850,AT5G43640,1,0,0,0,0,Graimondii_Gorai.007G142900
AT1G33850,AT5G43640,1,0,0,0,0,Cannuum_CA01g21560
AT1G33850,AT5G43640,1,0,0,0,0,Fxananassa_maker-Fvb6-3-snap-gene-403.66
AT1G33850,AT5G43640,1,0,0,0,0,Fvesca_FvH4_2g04890
AT1G33920,AT4G19840,2,0,0,0,0,Alyrata_AL1G48370
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d041102
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d006530
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d037661
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d046611
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d000081
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d015951
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d053154
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d009259
AT1G33940,AT5G18700,1,0,0,0,0,Zmays_Zm00001d013491
AT1G34065,AT4G39460,1,0,0,0,0,Alyrata_AL1G48570
AT1G34120,AT1G71710,1,0,0,0,0,Alyrata_AL1G48620
AT1G34170,AT4G23980,8,0,0,0,0,Alyrata_AL1G48670
AT1G34210,AT4G30520,9,4,8,6,5,Crubella_Carub.0001s3235
AT1G34210,AT4G30520,9,4,8,6,5,Alyrata_AL1G48710
AT1G34310,AT4G23980,8,0,0,0,0,Athaliana_AT1G34390
AT1G34510,AT5G17820,2,3,1,1,1,Cviolacea_Clevi.0046s0045
AT1G34540,AT3G48520,2,1,8,4,4,Alyrata_AL1G49030
AT1G34575,AT1G30700,11,0,0,0,0,Brapa_Brara.G00588
AT1G34575,AT1G30700,11,0,0,0,0,Brapa_Brara.I02785
AT1G34575,AT1G30700,11,0,0,0,0,Esalsugineum_Thhalv10007337m.g
AT1G34575,AT1G30700,11,0,0,0,0,Crubella_Carub.0001s3261
AT1G34650,AT5G17320,1,0,0,0,0,Crubella_Carub.0001s3265
AT1G35190,AT4G16765,4,2,1,1,1,Alyrata_AL1G49900
AT1G35240,AT4G23980,8,0,0,0,0,Athaliana_AT1G34410
AT1G35350,AT1G26730,1,0,0,0,0,Alyrata_AL1G50130
AT1G35440,AT5G45190,3,0,2,1,3,Alyrata_AL1G50290
AT1G35510,AT2G01480,3,2,3,2,1,Alyrata_AL1G50360
AT1G35560,AT3G47620,3,1,1,1,2,Alyrata_AL1G50420
AT1G35720,AT5G65020,1,0,0,0,0,Alyrata_AL1G50630
AT1G35820,AT3G30520,0,0,0,0,0,Unknown
AT1G35830,AT5G65170,3,0,1,1,3,Crubella_Carub.0001s3351
AT1G36005,AT1G66910,1,1,0,0,0,Vcorymbosum_maker-VaccDscaff20-snap-gene-135.44
AT1G36005,AT1G66910,1,1,0,0,0,Eguineensis_p5.00_sc19462_p0001
AT1G36095,AT3G22220,3,12,16,1,2,Alyrata_AL8G18720
AT1G36950,AT1G17970,2,0,0,0,1,Athaliana_AT4G00070
AT1G37010,AT5G06680,1,0,0,0,0,Boleracea_Bo9g175930
AT1G41830,AT1G76160,1,0,0,0,0,Alyrata_AL2G20450
AT1G41880,AT3G55750,0,0,0,0,0,Unknown
AT1G42540,AT3G51480,3,1,4,2,1,Alyrata_AL1G51370
AT1G42560,AT5G65970,2,0,1,1,0,Alyrata_AL1G51390
AT1G43000,AT1G76590,1,0,0,0,0,Alyrata_AL1G51500
AT1G43020,AT1G21060,1,0,0,0,0,Crubella_Carub.0001s3441
AT1G43040,AT5G42410,1,0,0,0,0,Alyrata_AL1G51530
AT1G43140,AT1G02980,0,0,0,0,0,Unknown
AT1G43160,AT5G07310,2,1,2,2,3,Alyrata_AL1G51570
AT1G43260,AT4G15020,2,1,0,0,0,Esalsugineum_Thhalv10015438m.g
AT1G43330,AT5G11510,2,1,1,1,1,Ljaponicus_Lj0g3v0160309
AT1G43330,AT5G11510,2,1,1,1,1,Osativa_LOC_Os03g10710
AT1G43700,AT2G40620,1,1,2,1,1,Alyrata_AL1G51820
AT1G43720,AT3G42870,3,0,0,0,0,Athaliana_AT1G35820
AT1G43720,AT3G42870,3,0,0,0,0,Athaliana_AT3G30520
AT1G43800,AT5G16230,1,1,1,0,1,Alyrata_AL1G52030
AT1G43890,AT5G03530,1,1,2,2,1,Brapa_Brara.H00541
AT1G43900,AT4G31750,2,2,4,2,2,Esalsugineum_Thhalv10011591m.g
AT1G43950,AT4G23980,8,0,0,0,0,Athaliana_AT1G35240
AT1G43950,AT4G23980,8,0,0,0,0,Athaliana_AT1G34410
AT1G43950,AT4G23980,8,0,0,0,0,Athaliana_AT1G34310
AT1G43950,AT4G23980,8,0,0,0,0,Athaliana_AT1G34390
AT1G43950,AT4G23980,8,0,0,0,0,Athaliana_AT1G35520
AT1G43950,AT4G23980,8,0,0,0,0,Athaliana_AT1G35540
AT1G44080,AT4G35733,1,0,0,0,0,Alyrata_AL1G52130
AT1G44090,AT4G25420,1,1,2,1,2,Alyrata_AL1G52140
AT1G44100,AT1G77380,1,0,0,0,0,Alyrata_AL1G52150
AT1G44800,AT2G39510,4,0,2,2,1,Alyrata_AL1G52460
AT1G44810,AT1G61730,3,0,0,0,0,Alyrata_AL7G43190
AT1G44830,AT1G21910,1,0,2,0,0,Alyrata_AL1G52490
AT1G44970,AT4G36430,2,1,1,2,0,Alyrata_AL1G52620
AT1G45130,AT3G13750,2,1,2,2,1,Alyrata_AL1G52700
AT1G45191,AT3G62740,6,0,0,0,0,Alyrata_AL1G52840
AT1G45249,AT1G49720,1,0,0,0,0,Alyrata_AL1G53020
AT1G45616,AT5G27060,16,0,0,2,0,Boleracea_Bo8g093300
AT1G45616,AT5G27060,16,0,0,2,0,Brapa_Brara.I04084
AT1G45616,AT5G27060,16,0,0,2,0,Boleracea_Bo7g014100
AT1G45616,AT5G27060,16,0,0,2,0,Brapa_Brara.I01041
AT1G45616,AT5G27060,16,0,0,2,0,Brapa_Brara.I01040
AT1G45616,AT5G27060,16,0,0,2,0,Brapa_Brara.I01053
AT1G45616,AT5G27060,16,0,0,2,0,Brapa_Brara.I01050
AT1G45616,AT5G27060,16,0,0,2,0,Brapa_Brara.G00245
AT1G46264,AT5G62020,1,2,3,2,1,Crubella_Carub.0001s3579
AT1G46768,AT2G23340,2,0,0,0,0,Alyrata_AL1G53260
AT1G47056,AT5G67250,2,0,2,1,1,Alyrata_AL1G53280
AT1G47128,AT4G23520,2,1,2,2,2,Alyrata_AL1G53290
AT1G47240,AT2G23150,1,0,0,0,0,Alyrata_AL1G53380
AT1G47260,AT1G19580,1,0,0,0,0,Crubella_Carub.0001s3603
AT1G47270,AT2G18280,1,0,0,0,0,Alyrata_AL1G53410
AT1G47330,AT2G14520,2,1,2,1,1,Brapa_Brara.E01815
AT1G47330,AT2G14520,2,1,2,1,1,Boleracea_Bo5g071120
AT1G47330,AT2G14520,2,1,2,1,1,Crubella_Carub.0001s3613
AT1G47370,AT1G57830,4,0,0,0,0,Athaliana_AT1G57850
AT1G47497,AT1G04625,2,0,0,0,0,Athaliana_AT2G46460
AT1G47530,AT1G12950,3,10,4,6,2,Alyrata_AL1G53760
AT1G47620,AT4G39480,6,0,0,0,0,Alyrata_AL1G53980
AT1G47620,AT4G39480,6,0,0,0,0,Alyrata_AL1G53990
AT1G47870,AT5G22220,1,1,1,1,1,Alyrata_AL1G54310
AT1G47900,AT1G19835,2,0,0,0,0,Alyrata_AL1G54350
AT1G47915,AT2G42730,17,0,0,0,0,Alyrata_AL4G20440
AT1G47915,AT2G42730,17,0,0,0,0,Boleracea_Bo05832s010
AT1G47915,AT2G42730,17,0,0,0,0,Brapa_Brara.K00551
AT1G47915,AT2G42730,17,0,0,0,0,Brapa_Brara.J02423
AT1G47920,AT2G42730,17,0,0,0,0,Esalsugineum_Thhalv10022030m.g
AT1G48000,AT3G06490,2,0,0,1,0,Esalsugineum_Thhalv10012051m.g
AT1G48040,AT3G62260,1,0,0,0,0,Alyrata_AL1G54560
AT1G48100,AT1G02460,1,1,2,2,1,Crubella_Carub.0001s3720
AT1G48195,AT3G48440,1,0,1,1,0,Alyrata_AL1G54780
AT1G48325,AT3G05858,1,0,0,0,1,Esalsugineum_Thhalv10022047m.g
AT1G48325,AT3G05858,1,0,0,0,1,Alyrata_AL1G54930
AT1G48325,AT3G05858,1,0,0,0,1,Alyrata_AL3G30640
AT1G48325,AT3G05858,1,0,0,0,1,Crubella_Carub.0003s1728
AT1G48325,AT3G05858,1,0,0,0,1,Brapa_Brara.E02436
AT1G48325,AT3G05858,1,0,0,0,1,Boleracea_Bo5g122880
AT1G48325,AT3G05858,1,0,0,0,1,Brapa_Brara.C03647
AT1G48325,AT3G05858,1,0,0,0,1,Boleracea_Bo3g068970
AT1G48410,AT5G43810,2,4,4,5,5,Alyrata_AL1G55040
AT1G48640,AT1G24400,4,0,0,0,2,Alyrata_AL1G55310
AT1G48830,AT3G02560,1,0,0,0,0,Alyrata_AL1G55560
AT1G48980,AT2G17970,1,0,0,0,0,Alyrata_AL1G55850
AT1G49010,AT5G08520,1,1,2,1,1,Alyrata_AL1G55890
AT1G49010,AT5G08520,1,1,2,1,1,Crubella_Carub.0001s3820
AT1G49100,AT3G21340,1,0,0,0,0,Alyrata_AL1G55940
AT1G49120,AT1G50640,8,6,8,4,4,Alyrata_AL1G55980
AT1G49180,AT2G37840,2,2,1,1,2,Alyrata_AL1G56050
AT1G49405,AT4G37235,1,0,2,1,0,Alyrata_AL1G56370
AT1G49405,AT4G37235,1,0,2,1,0,Alyrata_AL1G56560
AT1G49430,AT1G64400,1,1,1,1,1,Alyrata_AL1G56590
AT1G49530,AT4G36810,9,0,0,0,0,Alyrata_AL1G56880
AT1G49950,AT3G49850,1,0,0,0,0,Alyrata_AL1G57500
AT1G49960,AT1G60030,3,1,1,1,1,Crubella_Carub.0001s3914
AT1G50010,AT5G19770,3,2,4,4,3,Alyrata_AL8G15650
AT1G50010,AT5G19770,3,2,4,4,3,Alyrata_AL1G57580
AT1G50010,AT5G19770,3,2,4,4,3,Crubella_Carub.0151s0003
AT1G50160,AT1G04625,3,0,0,0,0,Brapa_Brara.H02873
AT1G50580,AT4G27560,7,0,0,0,0,Esalsugineum_Thhalv10012257m.g
AT1G50580,AT4G27560,7,0,0,0,0,Boleracea_Bo3g178230
AT1G50580,AT4G27560,7,0,0,0,0,Brapa_Brara.F00365
AT1G50580,AT4G27560,7,0,0,0,0,Brapa_Brara.H00272
AT1G50590,AT2G43120,1,0,1,2,1,Alyrata_AL1G58240
AT1G50720,AT5G55110,1,0,0,0,0,Esalsugineum_Thhalv10012189m.g
AT1G50720,AT5G55110,1,0,0,0,0,Brapa_Brara.F00291
AT1G50720,AT5G55110,1,0,0,0,0,Boleracea_Bo6g022480
AT1G50720,AT5G55110,1,0,0,0,0,Crubella_Carub.0001s3975
AT1G50990,AT4G35230,1,1,0,1,0,Alyrata_AL1G58720
AT1G51070,AT4G14410,2,2,3,1,3,Alyrata_AL1G58870
AT1G51150,AT1G65630,2,0,0,0,0,Athaliana_AT5G54745
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1394
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1392
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1391
AT1G51370,AT1G78750,15,0,0,0,0,Alyrata_AL211U10010
AT1G51370,AT1G78750,15,0,0,0,0,Alyrata_AL8G28520
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1259
AT1G51370,AT1G78750,15,0,0,0,0,Alyrata_AL8G28510
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1390
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1389
AT1G51370,AT1G78750,15,0,0,0,0,Crubella_Carub.0008s1396
AT1G51410,AT5G19440,1,2,1,0,0,Alyrata_AL1G59270
AT1G51420,AT2G35840,1,0,0,0,0,Alyrata_AL1G59310
AT1G51440,AT2G30550,1,2,2,1,0,Alyrata_AL1G59320
AT1G51480,AT1G63350,4,0,0,0,0,Athaliana_AT5G43730
AT1G51570,AT3G57880,1,0,0,0,0,Alyrata_AL1G59460
AT1G51580,AT5G64390,1,1,1,0,0,Alyrata_AL1G59480
AT1G52150,AT4G32880,1,0,0,0,0,Alyrata_AL1G60240
AT1G52150,AT4G32880,1,0,0,0,0,Crubella_Carub.0001s4109
AT1G52200,AT3G18450,1,0,0,1,2,Brapa_Brara.F00207
AT1G52200,AT3G18450,1,0,0,1,2,Boleracea_Bo6g027690
AT1G52200,AT3G18450,1,0,0,1,2,Esalsugineum_Thhalv10011813m.g
AT1G52200,AT3G18450,1,0,0,1,2,Alyrata_AL1G60340
AT1G52580,AT1G63120,3,1,4,2,2,Alyrata_AL1G60860
AT1G52650,AT2G42730,19,0,0,0,0,Athaliana_AT4G13960
AT1G52825,AT4G14615,1,0,0,0,0,Crubella_Carub.0001s4194
AT1G52920,AT2G20770,1,0,0,0,0,Alyrata_AL1G61250
AT1G52990,AT1G04625,12,0,0,0,0,Athaliana_AT5G65005
AT1G52990,AT1G04625,12,0,0,0,0,Athaliana_AT5G52115
AT1G53390,AT2G37010,1,0,1,1,0,Alyrata_AL1G61880
AT1G53400,AT5G45740,2,0,2,2,2,Alyrata_AL1G61890
AT1G53540,AT3G46230,1,0,0,0,0,Crubella_Carub.0005s1209
AT1G53540,AT3G46230,1,0,0,0,0,Alyrata_AL1G62090
AT1G53540,AT3G46230,1,0,0,0,0,Alyrata_AL5G25120
AT1G53680,AT1G17170,3,0,0,0,0,Alyrata_AL1G62350
AT1G53705,AT3G42723,0,0,0,0,0,Unknown
AT1G54040,AT5G48180,5,0,0,0,0,Alyrata_AL1G62740
AT1G54040,AT5G48180,5,0,0,0,0,Alyrata_AL3G52460
AT1G54217,AT5G57060,1,0,0,0,0,Alyrata_AL1G62940
AT1G54290,AT4G27130,1,0,0,0,0,Alyrata_AL1G63050
AT1G54320,AT1G79450,2,0,0,0,0,Alyrata_AL1G64540
AT1G54450,AT1G03960,3,1,0,0,0,Alyrata_AL1G64860
AT1G54460,AT3G23090,2,0,0,0,0,Alyrata_AL1G64870
AT1G54510,AT5G28290,1,0,0,0,0,Alyrata_AL1G64920
AT1G54570,AT5G41120,1,2,2,3,1,Alyrata_AL1G65000
AT1G54610,AT5G50860,1,1,2,2,1,Crubella_Carub.0002s0901
AT1G54610,AT5G50860,1,1,2,2,1,Alyrata_AL1G65040
AT1G54860,AT3G06035,1,0,2,1,0,Alyrata_AL1G65320
AT1G54890,AT5G60520,3,2,1,4,2,Alyrata_AL1G65350
AT1G54970,AT3G62680,1,0,0,0,0,Alyrata_AL1G65520
AT1G54970,AT3G62680,1,0,0,0,0,Alyrata_AL1G65505
AT1G54980,AT5G50030,5,0,0,0,0,Alyrata_AL1G65530
AT1G55030,AT4G26340,15,0,0,0,0,Alyrata_AL1G65610
AT1G55060,AT5G03240,2,0,0,1,0,Esalsugineum_Thhalv10022008m.g
AT1G55340,AT4G20300,2,1,2,2,1,Crubella_Carub.0001s4385
AT1G55340,AT4G20300,2,1,2,2,1,Alyrata_AL1G63390
AT1G55660,AT5G62970,3,0,0,0,0,Athaliana_AT4G00315
AT1G55810,AT3G27190,3,2,2,2,2,Alyrata_AL1G63930
AT1G55840,AT5G47730,1,0,0,0,0,Crubella_Carub.0001s4441
AT1G55910,AT5G59520,1,1,2,1,0,Alyrata_AL1G64050
AT1G55950,AT2G01370,0,0,0,0,0,Unknown
AT1G56280,AT5G26990,1,0,0,0,0,Alyrata_AL1G65890
AT1G56460,AT2G47350,1,1,1,0,0,Crubella_Carub.0002s0768
AT1G56620,AT5G24370,1,0,0,0,0,Alyrata_AL1G66610
AT1G56620,AT5G24370,1,0,0,0,0,Alyrata_AL1G66570
AT1G56630,AT5G42930,1,0,0,0,0,Alyrata_AL1G66580
AT1G57590,AT5G26670,1,0,0,0,0,Alyrata_AL1G67160
AT1G57670,AT1G09665,1,0,0,0,0,Alyrata_AL1G67300
AT1G57750,AT4G39480,3,0,0,0,0,Alyrata_AL1G67500
AT1G57870,AT5G26751,2,1,1,0,0,Alyrata_AL2G18560
AT1G57906,AT2G17690,1,0,0,0,0,Alyrata_AL2G18550
AT1G58007,AT1G11120,2,1,0,0,0,Alyrata_AL2G18520
AT1G58030,AT3G03720,2,0,0,0,0,Alyrata_AL2G17900
AT1G58037,AT4G02180,14,0,0,0,0,Athaliana_AT3G06990
AT1G58037,AT4G02180,14,0,0,0,0,Athaliana_AT3G07000
AT1G58100,AT3G47620,3,1,1,1,2,Alyrata_AL2G18050
AT1G58170,AT1G55210,1,0,0,0,0,Alyrata_AL2G18110
AT1G58215,AT2G22560,2,0,0,0,0,Alyrata_AL2G18180
AT1G58260,AT4G39950,2,0,0,0,0,Crubella_Carub.0002s0628
AT1G58310,AT3G59200,6,0,0,0,0,Alyrata_AL2G18450
AT1G58320,AT1G49030,3,2,4,3,5,Crubella_Carub.0002s0623
AT1G58340,AT4G23030,1,1,2,1,1,Crubella_Carub.0002s0621
AT1G58380,AT2G41840,4,0,0,0,0,Athaliana_AT1G58684
AT1G58430,AT2G30220,4,0,0,0,0,Alyrata_AL2G17780
AT1G58440,AT4G37760,1,1,2,3,1,Alyrata_AL2G17770
AT1G59500,AT4G37390,1,0,0,0,0,Alyrata_AL2G17600
AT1G59740,AT1G33440,1,0,0,0,0,Alyrata_AL2G17130
AT1G59740,AT1G33440,1,0,0,0,0,Crubella_Carub.0002s0562
AT1G59750,AT2G46530,2,2,3,2,4,Alyrata_AL2G17120
AT1G59850,AT1G27210,1,0,0,0,0,Alyrata_AL2G16920
AT1G59860,AT1G07400,1,0,0,0,0,Alyrata_AL2G16910
AT1G59860,AT1G07400,1,0,0,0,0,Crubella_Carub.0002s0540
AT1G59870,AT3G16340,2,0,0,0,0,Alyrata_AL2G16880
AT1G60090,AT3G62740,6,0,0,0,0,Athaliana_AT1G60270
AT1G60320,AT1G57830,0,0,0,0,0,Unknown
AT1G60790,AT5G06700,1,1,1,1,2,Alyrata_AL2G15760
AT1G60800,AT2G23950,9,4,8,6,5,Alyrata_AL2G15750
AT1G60980,AT5G51810,2,0,0,0,0,Brapa_Brara.I01520
AT1G60980,AT5G51810,2,0,0,0,0,Boleracea_Bo9g043370
AT1G60980,AT5G51810,2,0,0,0,0,Brapa_Brara.K01112
AT1G60980,AT5G51810,2,0,0,0,0,Boleracea_Bo4g085290
AT1G60980,AT5G51810,2,0,0,0,0,Boleracea_Bo1g094520
AT1G60980,AT5G51810,2,0,0,0,0,Brapa_Brara.A02508
AT1G60980,AT5G51810,2,0,0,0,0,Esalsugineum_Thhalv10023837m.g
AT1G61050,AT5G01250,1,1,2,1,1,Alyrata_AL2G15390
AT1G61065,AT3G15480,2,1,2,2,0,Crubella_Carub.0002s0414
AT1G61270,AT1G67640,4,0,0,0,2,Alyrata_AL2G15040
AT1G61340,AT4G21510,1,0,0,0,0,Alyrata_AL2G14990
AT1G61667,AT5G54530,1,0,0,0,0,Alyrata_AL2G14530
AT1G61750,AT1G63550,1,0,0,0,0,Crubella_Carub.0002s0332
AT1G61860,AT5G02800,2,1,2,1,2,Alyrata_AL2G14200
AT1G62130,AT1G02890,2,0,1,0,0,Alyrata_AL2G13780
AT1G62200,AT2G02020,1,0,0,0,0,Alyrata_AL2G13720
AT1G62270,AT3G17480,0,0,0,0,0,Unknown
AT1G62710,AT4G32940,2,2,2,1,1,Alyrata_AL2G13080
AT1G62790,AT1G73550,1,1,3,1,0,Alyrata_AL2G13000
AT1G62800,AT5G11520,2,0,0,0,0,Crubella_Carub.0002s0218
AT1G62840,AT1G12320,1,0,0,0,0,Alyrata_AL2G12920
AT1G62960,AT5G51690,1,0,0,0,0,Alyrata_AL2G12690
AT1G62990,AT5G25220,1,1,2,1,1,Alyrata_AL2G12630
AT1G62990,AT5G25220,1,1,2,1,1,Crubella_Carub.0002s0201
AT1G63410,AT3G14260,1,0,0,0,0,Alyrata_AL2G11820
AT1G63910,AT1G09540,5,3,7,4,0,Alyrata_AL2G11190
AT1G63910,AT1G09540,5,3,7,4,0,Crubella_Carub.0002s0092
AT1G64070,AT1G63860,1,0,0,0,0,Crubella_Carub.0002s0072
AT1G64460,AT5G24240,1,0,0,0,0,Crubella_Carub.0002s0031
AT1G64460,AT5G24240,1,0,0,0,0,Alyrata_AL2G10390
AT1G64480,AT5G24270,1,0,0,0,0,Alyrata_AL2G10370
AT1G64540,AT2G42730,17,0,0,0,0,Athaliana_AT5G35995
AT1G64630,AT3G18750,2,0,0,0,0,Alyrata_AL2G10120
AT1G64700,AT3G61920,1,0,0,0,0,Alyrata_AL2G10060
AT1G64740,AT5G19770,1,0,0,0,0,Alyrata_AL2G18980
AT1G64760,AT3G04010,2,0,0,0,0,Alyrata_AL2G19000
AT1G64780,AT4G13510,1,0,0,0,0,Alyrata_AL2G19150
AT1G64830,AT2G35615,7,0,0,0,0,Crubella_Carub.0012s0006
AT1G64840,AT2G17030,6,0,0,0,0,Alyrata_AL4G18480
AT1G65010,AT5G16730,2,0,0,0,0,Alyrata_AL2G19630
AT1G65060,AT1G51680,1,1,2,2,1,Alyrata_AL2G19700
AT1G65180,AT4G02180,3,0,0,0,0,Crubella_Carub.0008s0058
AT1G65210,AT4G38030,1,1,0,0,0,Ptrichocarpa_Potri.006G253601
AT1G65210,AT4G38030,1,1,0,0,0,Roccidentalis_maker-Ro03-snap-gene-424.78
AT1G65210,AT4G38030,1,1,0,0,0,Mdomestica_MD15G1308200
AT1G65210,AT4G38030,1,1,0,0,0,Mesculenta_Manes.03G066621
AT1G65210,AT4G38030,1,1,0,0,0,Fxananassa_snap_masked-Fvb5-4-processed-gene-94.27
AT1G65210,AT4G38030,1,1,0,0,0,Gmax_Glyma.03G088200
AT1G65210,AT4G38030,1,1,0,0,0,Cclementina_Ciclev10006636m.g
AT1G65210,AT4G38030,1,1,0,0,0,Atrichopoda_evm_27.TU.AmTr_v1.0_scaffold00037.115
AT1G65210,AT4G38030,1,1,0,0,0,Aipaensis_araip.K30076.gnm1.ann1.Araip.PJJ4Q
AT1G65210,AT4G38030,1,1,0,0,0,Roccidentalis_maker-Ro05-snap-gene-362.52
AT1G65210,AT4G38030,1,1,0,0,0,Mdomestica_MD02G1298500
AT1G65210,AT4G38030,1,1,0,0,0,Rchinensis_RcHm_v2.0_Chr2g0088461
AT1G65210,AT4G38030,1,1,0,0,0,Pxbretschneideri_LOC103938556
AT1G65340,AT4G39480,3,0,0,0,0,Alyrata_AL2G21220
AT1G65350,AT5G03240,1,0,0,0,0,Crubella_Carub.0006s2219
AT1G65390,AT4G19840,2,0,0,0,0,Alyrata_AL2G22050
AT1G65425,AT1G13200,1,0,0,0,0,Alyrata_AL1G27080
