Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification,Duplicate.1_tau,Duplicate.2_tau,absdiff,Correlation
AT1G09310,unM,AT5G49600,Unclassified,transposed,Undetermined,unM-Unclassified,0.848554966851665,0.240061838577527,0.608493128274138,-0.193045111877805
AT1G09370,unM,AT1G09360,unM,tandem,Same,unM-unM,0.900676220168834,0.774907294079023,0.125768926089811,0.832449808038549
AT1G09460,unM,AT4G05430,Unclassified,dispersed,Undetermined,unM-Unclassified,0.414126005088434,0.339396172914382,0.0747298321740523,0.00435291512494406
AT1G09483,unM,AT1G09470,unM,proximal,Same,unM-unM,0.328977817702963,0.784688965143152,0.455711147440189,0.0130078254278247
AT1G09490,unM,AT1G09480,unM,proximal,Same,unM-unM,0.488963851098919,0.286143906587051,0.202819944511869,0.102904266152579
AT1G09510,unM,AT1G09500,unM,tandem,Same,unM-unM,0.609385647994895,0.70095792501288,0.091572277017985,0.208341188145882
AT1G09540,unM,AT4G01680,unM,transposed,Same,unM-unM,0.411888348738544,0.619741771802718,0.207853423064175,0.671913513180282
AT1G09540,unM,AT3G13890,unM,transposed,Same,unM-unM,0.726454950530341,0.619741771802718,0.106713178727623,0.371720429532945
AT1G09540,unM,AT1G63910,unM,transposed,Same,unM-unM,0.710335516924353,0.619741771802718,0.0905937451216349,0.423396679729884
AT1G09580,unM,AT3G10780,unM,transposed,Same,unM-unM,0.671494766925063,0.317977615707273,0.35351715121779,0.0828764380286561
AT1G09600,gbM,AT1G57700,Unclassified,wgd,Undetermined,gbM-Unclassified,0.178690680900026,0.603573598045265,0.42488291714524,0.299513042163363
AT1G09610,unM,AT1G33800,Unclassified,transposed,Undetermined,unM-Unclassified,0.487042937106323,0.522666749523611,0.0356238124172872,0.398340109513825
AT1G09665,unM,AT2G03300,unM,transposed,Same,unM-unM,1,0.930234943754056,0.0697650562459442,-0.0207654952199602
AT1G09665,unM,AT2G32140,unM,transposed,Same,unM-unM,0.497875574474486,0.930234943754056,0.43235936927957,-0.0761211771762682
AT1G09665,unM,AT1G51270,unM,transposed,Same,unM-unM,0.529955352325336,0.930234943754056,0.400279591428719,-0.101887029701739
AT1G09665,unM,AT2G03030,unM,transposed,Same,unM-unM,0.994548605479471,0.930234943754056,0.0643136617254148,-0.0272211116804602
AT1G09665,unM,AT4G23515,unM,transposed,Same,unM-unM,0.875039905496493,0.930234943754056,0.0551950382575628,-0.0412670598461295
AT1G09665,unM,AT5G38344,unM,transposed,Same,unM-unM,0.913257919165605,0.930234943754056,0.0169770245884505,-0.0502411231651361
AT1G09890,gbM,AT1G09910,unM,proximal,Different,gbM-unM,0.189678648662206,0.380964054812439,0.191285406150233,-0.321023118979302
AT1G09890,unM,AT1G09880,unM,tandem,Same,unM-unM,0.598672827713724,0.380964054812439,0.217708772901286,-0.073758588749158
AT1G09940,unM,AT2G31250,Unclassified,transposed,Undetermined,unM-Unclassified,0.587658960187111,0.367617855080597,0.220041105106514,0.945497640135706
AT1G10070,unM,AT1G10060,unM,tandem,Same,unM-unM,0.325772231170677,0.53622065684482,0.210448425674143,-0.128422629263268
AT1G10090,gbM,AT1G58520,Unclassified,wgd,Undetermined,gbM-Unclassified,0.356204239305322,0.308045545627341,0.0481586936779804,0.168607141564892
AT1G10190,unM,AT2G24950,teM,dispersed,Different,unM-teM,0.859369766819981,0.864897828313523,0.00552806149354235,0.256286502586419
AT1G10210,gbM,AT1G59580,Unclassified,wgd,Undetermined,gbM-Unclassified,0.148549707087883,0.18698726019862,0.0384375531107362,0.559600007701829
AT1G10250,gbM,AT1G10450,unM,transposed,Different,gbM-unM,0.157220041042391,0.959775518639873,0.802555477597481,0.266676547495555
AT1G10370,unM,AT1G10360,unM,tandem,Same,unM-unM,0.296480156913197,0.40969640286694,0.113216245953743,0.435910073538431
AT1G10586,unM,AT1G10585,unM,tandem,Same,unM-unM,0.741685366374731,0.912630344439277,0.170944978064546,0.353031073198991
AT1G10600,gbM,AT4G16144,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.228152115537439,0.194973708606511,0.0331784069309279,0.716104142559759
AT1G10610,gbM,AT2G16910,unM,dispersed,Different,gbM-unM,0.755461233288486,0.234521632081413,0.520939601207073,0.0857032475838539
AT1G10717,unM,AT1G10715,unM,tandem,Same,unM-unM,0.904630230934655,0.873615580248254,0.0310146506864014,0.971517312610561
AT1G10730,gbM,AT1G60780,Unclassified,wgd,Undetermined,gbM-Unclassified,0.173410728831446,0.119574180402946,0.0538365484284991,0.22547800694729
AT1G10745,unM,AT1G10747,teM,tandem,Different,unM-teM,0.930511463955739,0.822865617317562,0.107645846638177,-0.0616039705237255
AT1G10850,unM,AT1G60630,Unclassified,wgd,Undetermined,unM-Unclassified,0.293994207960228,0.235346018793917,0.0586481891663104,0.836093696695903
AT1G10870,gbM,AT5G61980,gbM,transposed,Same,gbM-gbM,0.531606940166168,0.129468038056486,0.402138902109683,-0.0727809593452943
AT1G10940,unM,AT2G23030,Unclassified,transposed,Undetermined,unM-Unclassified,0.740415053481441,0.19567652489934,0.544738528582101,0.00991707260175634
AT1G10940,unM,AT1G60940,Unclassified,wgd,Undetermined,unM-Unclassified,0.228678787511047,0.19567652489934,0.0330022626117065,0.113238001532377
AT1G11040,gbM,AT1G44160,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.765986082993864,0.859991356834117,0.0940052738402528,0.946661587205796
AT1G11080,unM,AT4G15100,unM,transposed,Same,unM-unM,0.901318595811756,0.470929044734953,0.430389551076803,-0.0549064607036988
AT1G11100,gbM,AT1G61140,Unclassified,wgd,Undetermined,gbM-Unclassified,0.241226086222014,0.471367004694764,0.230140918472751,0.588785684664337
AT1G11120,unM,AT4G28170,unM,transposed,Same,unM-unM,0.60839024657693,0.43779836107973,0.1705918854972,0.0972646589505424
AT1G11130,Unclassified,AT2G20850,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.166515633403759,0.248970498192876,0.0824548647891176,0.140226587512255
AT1G11130,gbM,AT4G03390,Unclassified,transposed,Undetermined,gbM-Unclassified,0.124532242574681,0.248970498192876,0.124438255618195,0.171088413255224
AT1G11170,gbM,AT1G61240,unM,wgd,Different,gbM-unM,0.135650369924395,0.393665656699761,0.258015286775366,0.0600122795250118
AT1G11180,gbM,AT1G61250,unM,wgd,Different,gbM-unM,0.150166932761955,0.285884940732225,0.13571800797027,0.315699223808909
AT1G11230,unM,AT1G11220,unM,tandem,Same,unM-unM,0.406505908420861,0.907414187485777,0.500908279064916,-0.0662429563552759
AT1G11280,gbM,AT1G61360,unM,wgd,Different,gbM-unM,0.280487549989413,0.0970523147435138,0.183435235245899,0.0388253659775277
AT1G11290,unM,AT3G63370,Unclassified,transposed,Undetermined,unM-Unclassified,0.199061919423082,0.192532508723966,0.00652941069911581,0.814184236178497
AT1G11303,Unclassified,AT1G11300,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.441574022677976,0.450206756949236,0.00863273427125982,-0.163643047766993
AT1G11310,unM,AT1G61560,Unclassified,wgd,Undetermined,unM-Unclassified,0.705574992345451,0.255467173895749,0.450107818449702,-0.0429935786209449
AT1G11310,unM,AT2G39200,Unclassified,transposed,Undetermined,unM-Unclassified,0.561668890829164,0.255467173895749,0.306201716933415,0.333595284102313
AT1G11340,gbM,AT1G11350,Unclassified,tandem,Undetermined,gbM-Unclassified,0.271371319185553,0.542401111700975,0.271029792515422,0.487781949590823
AT1G11340,Unclassified,AT1G11330,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.202205877387872,0.542401111700975,0.340195234313103,0.229310393871515
AT1G11370,unM,AT1G11580,teM,dispersed,Different,unM-teM,0.383747532250708,0.739368709866505,0.355621177615796,-0.153057633415671
AT1G11410,gbM,AT4G03230,gbM,transposed,Same,gbM-gbM,0.260400627780177,0.301267726148424,0.0408670983682475,-0.0414006212738171
AT1G11460,unM,AT1G11450,unM,tandem,Same,unM-unM,0.617228513197088,0.786625632107001,0.169397118909913,0.699685794989979
AT1G11620,unM,AT1G11608,unM,proximal,Same,unM-unM,0.917873779192032,0.921523126863082,0.00364934767105018,0.859237192003804
AT1G11905,unM,AT3G20450,Unclassified,dispersed,Undetermined,unM-Unclassified,0.592853780597603,0.208297239010582,0.384556541587021,0.0317489147320567
AT1G11930,unM,AT4G26860,Unclassified,dispersed,Undetermined,unM-Unclassified,0.239722612082438,0.142229491896752,0.0974931201856866,0.304882060779907
AT1G11940,unM,AT1G62305,Unclassified,wgd,Undetermined,unM-Unclassified,0.393335693006759,0.203732277533715,0.189603415473044,0.470702315738429
AT1G12100,unM,AT1G12090,unM,tandem,Same,unM-unM,0.254160565036402,0.685919297276137,0.431758732239735,0.400177153774756
AT1G12140,unM,AT1G12130,unM,tandem,Same,unM-unM,0.826755008612047,0.238107625170361,0.588647383441686,0.02097084958343
AT1G12150,gbM,AT5G55860,Unclassified,transposed,Undetermined,gbM-Unclassified,0.207207094054236,0.642440309689854,0.435233215635618,0.549856865579843
AT1G12190,unM,AT1G12170,unM,proximal,Same,unM-unM,0.879612167177239,0.886099793515389,0.00648762633814937,0.934639321686089
AT1G12200,unM,AT1G12160,unM,proximal,Same,unM-unM,0.528258378512167,0.322117375424117,0.20614100308805,0.0310943237857951
AT1G12210,Unclassified,AT1G15890,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.455838875458014,0.653669304892268,0.197830429434254,0.356483894038885
AT1G12210,Unclassified,AT4G26090,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.189359102046388,0.653669304892268,0.464310202845881,0.264532608084716
AT1G12210,unM,AT4G10780,Unclassified,transposed,Undetermined,unM-Unclassified,0.641756787944523,0.653669304892268,0.0119125169477455,-0.274894155997338
AT1G12210,unM,AT1G62630,Unclassified,wgd,Undetermined,unM-Unclassified,0.389404700492033,0.653669304892268,0.264264604400236,0.0490609244892899
AT1G12210,gbM,AT5G05400,Unclassified,transposed,Undetermined,gbM-Unclassified,0.48646990593381,0.653669304892268,0.167199398958459,0.156527139210451
AT1G12220,Unclassified,AT1G12210,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.653669304892268,0.274991890491427,0.378677414400841,0.213587491875829
AT1G12290,gbM,AT1G12280,gbM,tandem,Same,gbM-gbM,0.3180711605607,0.459725649251921,0.141654488691221,0.742102457957638
AT1G12350,unM,AT5G02080,Unclassified,dispersed,Undetermined,unM-Unclassified,0.184883212883223,0.131726506189235,0.0531567066939881,-0.314161109678143
AT1G12390,unM,AT1G12340,Unclassified,proximal,Undetermined,unM-Unclassified,0.670818819637906,0.236630186967589,0.434188632670317,-0.0214211763432391
AT1G12440,gbM,AT4G12040,unM,transposed,Different,gbM-unM,0.222274599782164,0.18790781471964,0.0343667850625237,0.389933024804659
AT1G12490,unM,AT1G13200,Unclassified,transposed,Undetermined,unM-Unclassified,0.7790966792139,0.745417740551364,0.0336789386625365,0.189351160813091
AT1G12600,unM,AT4G23010,unM,transposed,Same,unM-unM,0.204142183407818,0.56676360019271,0.362621416784892,-0.127658877816588
AT1G12663,unM,AT1G12660,unM,tandem,Same,unM-unM,0.872517979199127,0.834417113164956,0.0381008660341711,0.811106588703146
AT1G12665,unM,AT1G12663,unM,tandem,Same,unM-unM,0.834417113164956,0.838180961403482,0.00376384823852616,0.667265355285839
AT1G12672,unM,AT1G12663,unM,proximal,Same,unM-unM,0.834417113164956,0.688392231963521,0.146024881201435,0.769292280473534
AT1G12700,Unclassified,AT3G22470,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.16284982047727,0.120602775382299,0.0422470450949711,-0.0482282519715632
AT1G12700,unM,AT1G63070,Unclassified,wgd,Undetermined,unM-Unclassified,0.855735362587034,0.120602775382299,0.735132587204735,-0.203216220690236
AT1G12700,teM,AT1G12615,Unclassified,transposed,Undetermined,teM-Unclassified,0.961844282647898,0.120602775382299,0.841241507265599,-0.103117036878924
AT1G12700,gbM,AT1G12620,Unclassified,proximal,Undetermined,gbM-Unclassified,0.178338647277143,0.120602775382299,0.0577358718948444,0.0434770635983637
AT1G12730,gbM,AT1G63110,Unclassified,wgd,Undetermined,gbM-Unclassified,0.0615051488580863,0.218853816152492,0.157348667294406,0.105987870522903
AT1G12750,gbM,AT1G63120,unM,wgd,Different,gbM-unM,0.289896291474231,0.318319642401246,0.0284233509270155,0.0155153450309078
AT1G12775,Unclassified,AT1G12300,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.205759846904833,0.261735309357122,0.0559754624522885,0.629971126865007
AT1G12775,unM,AT1G63130,Unclassified,wgd,Undetermined,unM-Unclassified,0.179473182828891,0.261735309357122,0.0822621265282307,0.52237737575021
AT1G12850,unM,AT3G26780,Unclassified,wgd,Undetermined,unM-Unclassified,0.141707128887386,0.146129216100604,0.00442208721321818,0.895292850252157
AT1G12870,unM,AT1G12855,unM,proximal,Same,unM-unM,0.762700095166125,0.903184426324135,0.140484331158011,0.669591567964236
AT1G12920,gbM,AT3G26618,unM,wgd,Different,gbM-unM,0.139623633931732,0.109076408821479,0.030547225110253,0.792988009115934
AT1G12970,teM,AT3G26500,Unclassified,wgd,Undetermined,teM-Unclassified,0.600320446920556,0.286687007837032,0.313633439083524,0.28641384769609
AT1G13020,gbM,AT3G26400,Unclassified,wgd,Undetermined,gbM-Unclassified,0.168504364790506,0.089084360531456,0.0794200042590504,0.381996385693662
AT1G13080,unM,AT3G44250,unM,transposed,Same,unM-unM,0.897249483429316,0.38369706313281,0.513552420296506,0.0983501680584796
AT1G13080,unM,AT2G24180,unM,transposed,Same,unM-unM,0.233946433058231,0.38369706313281,0.149750630074579,0.0708692893661743
AT1G13080,unM,AT5G35715,unM,transposed,Same,unM-unM,0.888283482665331,0.38369706313281,0.504586419532521,0.357504339897318
AT1G13080,unM,AT2G02580,unM,transposed,Same,unM-unM,0.783624663818465,0.38369706313281,0.399927600685655,-0.187873659971908
AT1G13080,unM,AT3G26830,unM,transposed,Same,unM-unM,0.723481473224082,0.38369706313281,0.339784410091272,-0.0582528879447484
AT1G13100,unM,AT1G13090,unM,tandem,Same,unM-unM,0.15762454643201,0.50184264402219,0.34421809759018,0.302807648833524
AT1G13110,unM,AT1G13100,unM,tandem,Same,unM-unM,0.50184264402219,0.42308561181647,0.0787570322057196,0.790675836393142
AT1G13130,unM,AT5G17500,unM,transposed,Same,unM-unM,0.848728419395153,0.658595871085029,0.190132548310124,-0.000625774914950672
AT1G13130,unM,AT5G16700,unM,transposed,Same,unM-unM,0.907262472428406,0.658595871085029,0.248666601343377,-0.0513156024440855
AT1G13140,gbM,AT1G13150,Unclassified,proximal,Undetermined,gbM-Unclassified,0.573287068151794,0.695877113206017,0.122590045054223,0.695908922053627
AT1G13195,gbM,AT1G24440,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.237880397784884,0.218781555856941,0.0190988419279431,0.639218824093511
AT1G13200,unM,AT1G14315,unM,transposed,Same,unM-unM,0.906361991319706,0.7790966792139,0.127265312105806,0.205521323484776
AT1G13200,unM,AT2G05600,unM,transposed,Same,unM-unM,0.94951325579982,0.7790966792139,0.17041657658592,-0.118734049952075
AT1G13200,unM,AT5G16285,unM,transposed,Same,unM-unM,0.954645171916943,0.7790966792139,0.175548492703043,0.0225397146248836
AT1G13200,unM,AT1G11270,unM,transposed,Same,unM-unM,0.347597365407615,0.7790966792139,0.431499313806285,-0.0224260743814565
AT1G13200,unM,AT1G09650,unM,transposed,Same,unM-unM,0.459004017986207,0.7790966792139,0.320092661227693,0.24859387988764
AT1G13200,unM,AT1G65425,unM,transposed,Same,unM-unM,0.907367726092673,0.7790966792139,0.128271046878773,0.0612486164383478
AT1G13200,unM,AT4G17780,unM,transposed,Same,unM-unM,0.865061686990861,0.7790966792139,0.0859650077769613,0.0937871218074354
AT1G13200,unM,AT4G01640,unM,transposed,Same,unM-unM,0.948247481748112,0.7790966792139,0.169150802534212,0.0188327777319455
AT1G13200,unM,AT2G34280,unM,transposed,Same,unM-unM,0.968626777947424,0.7790966792139,0.189530098733524,0.0805538661811871
AT1G13220,gbM,AT1G68790,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.0995573905968417,0.102071826362005,0.00251443576516355,0.605410747308732
AT1G13245,unM,AT1G67265,unM,transposed,Same,unM-unM,0.474320792489981,0.289167583221716,0.185153209268264,-0.00992944757220832
AT1G13290,unM,AT1G08290,unM,dispersed,Same,unM-unM,0.498145830081305,0.835130994183284,0.336985164101979,-0.137203018912524
AT1G13350,gbM,AT3G25840,Unclassified,wgd,Undetermined,gbM-Unclassified,0.190392741555752,0.242564499114106,0.0521717575583543,0.956868593880068
AT1G13350,unM,AT3G53640,Unclassified,transposed,Undetermined,unM-Unclassified,0.798936058355931,0.242564499114106,0.556371559241825,-0.0500148045156769
AT1G13430,unM,AT1G13420,unM,tandem,Same,unM-unM,0.71005601772352,0.788313794997823,0.0782577772743029,0.384328825409619
AT1G13480,teM,AT1G13470,Unclassified,tandem,Undetermined,teM-Unclassified,0.728625711952113,0.895024872128986,0.166399160176872,-0.0477102731065393
AT1G13500,unM,AT1G13490,unM,tandem,Same,unM-unM,0.933003670528796,0.919078251541711,0.0139254189870855,0.163571033059761
AT1G13520,unM,AT1G13510,teM,tandem,Different,unM-teM,0.926405375837168,0.863942641382692,0.0624627344544759,-0.0102851836930132
AT1G13520,unM,AT1G13530,teM,tandem,Different,unM-teM,0.818913780643276,0.863942641382692,0.0450288607394154,-0.00123280861746155
AT1G13540,unM,AT1G13530,Unclassified,tandem,Undetermined,unM-Unclassified,0.818913780643276,0.800498201824699,0.0184155788185776,0.945371883283846
AT1G13550,Unclassified,AT1G13540,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.800498201824699,0.768925600185261,0.031572601639438,0.930271463146038
AT1G13580,unM,AT3G25540,Unclassified,dispersed,Undetermined,unM-Unclassified,0.188014347677979,0.174858046485203,0.0131563011927763,0.635777547444854
AT1G13610,gbM,AT3G30380,unM,dispersed,Different,gbM-unM,0.317615130384113,0.841251917937602,0.52363678755349,-0.0361795179452562
AT1G13640,gbM,AT2G03890,Unclassified,wgd,Undetermined,gbM-Unclassified,0.10973689243539,0.2140298225874,0.10429293015201,-0.118892671499149
AT1G13790,gbM,AT3G48670,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.171801293953468,0.26160892220828,0.0898076282548118,0.571894340151199
AT1G13820,unM,AT5G39220,Unclassified,dispersed,Undetermined,unM-Unclassified,0.47919192898916,0.265713343261245,0.213478585727915,-0.346715488570209
AT1G13940,gbM,AT1G69360,Unclassified,wgd,Undetermined,gbM-Unclassified,0.267947290074834,0.0992703126029798,0.168676977471855,0.272349274092176
AT1G13970,gbM,AT3G29180,Unclassified,transposed,Undetermined,gbM-Unclassified,0.366170107877133,0.606439097663066,0.240268989785933,0.996824714338415
AT1G14010,unM,AT2G03290,Unclassified,wgd,Undetermined,unM-Unclassified,0.709974719409765,0.236587673055143,0.473387046354622,0.170740960971267
AT1G14040,gbM,AT2G03240,unM,wgd,Different,gbM-unM,0.207829774052557,0.275516668445521,0.0676868943929636,0.329891620068481
AT1G14060,unM,AT1G14048,unM,tandem,Same,unM-unM,0.955564163898857,0.269837956125621,0.685726207773237,0.117365244958063
AT1G14110,unM,AT1G14100,teM,tandem,Different,unM-teM,0.869162489551704,0.895954781597796,0.0267922920460918,0.0997241899335326
AT1G14130,unM,AT1G14120,unM,tandem,Same,unM-unM,0.785170833301419,0.390548148634146,0.394622684667274,-0.0387897543505945
AT1G14170,gbM,AT5G15270,Unclassified,transposed,Undetermined,gbM-Unclassified,0.162833513627938,0.186009401873421,0.0231758882454836,-0.172670981705571
AT1G14170,unM,AT2G03110,Unclassified,wgd,Undetermined,unM-Unclassified,0.312217579648708,0.186009401873421,0.126208177775287,0.399913918411636
AT1G14190,unM,AT1G14185,Unclassified,tandem,Undetermined,unM-Unclassified,0.757755028819842,0.472233611111967,0.285521417707875,0.381455273120005
