,Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
295,AT1G17600,Unmethylated,AT1G72840,Unmethylated,wgd,Same,Unmethylated-Unmethylated
296,AT1G17615,Unclassified,AT1G72850,Unmethylated,wgd,Undetermined,NA
297,AT1G17710,Unmethylated,AT1G73010,Unmethylated,wgd,Same,Unmethylated-Unmethylated
298,AT1G17730,Unmethylated,AT1G73030,Unclassified,wgd,Undetermined,NA
299,AT1G17750,Unclassified,AT1G73080,gbM,wgd,Undetermined,gbM-Unclassified
300,AT1G17780,teM,AT1G73130,Unmethylated,wgd,Different,NA
301,AT1G17790,Unmethylated,AT1G73150,Unmethylated,wgd,Same,Unmethylated-Unmethylated
302,AT1G17810,Unmethylated,AT1G73190,Unmethylated,wgd,Same,Unmethylated-Unmethylated
303,AT1G17820,Unclassified,AT1G73200,Unclassified,wgd,Undetermined,Unclassified-Unclassified
304,AT1G17830,Unmethylated,AT1G73210,Unmethylated,wgd,Same,Unmethylated-Unmethylated
305,AT1G17880,Unmethylated,AT1G73230,Unmethylated,wgd,Same,Unmethylated-Unmethylated
306,AT1G17890,gbM,AT1G73250,Unmethylated,wgd,Different,NA
307,AT1G17920,Unclassified,AT1G73360,Unclassified,wgd,Undetermined,Unclassified-Unclassified
308,AT1G17940,Unclassified,AT1G73390,Unclassified,wgd,Undetermined,Unclassified-Unclassified
309,AT1G17950,Unmethylated,AT1G73410,Unmethylated,wgd,Same,Unmethylated-Unmethylated
310,AT1G18360,Unmethylated,AT1G73480,Unmethylated,wgd,Same,Unmethylated-Unmethylated
311,AT1G18350,Unmethylated,AT1G73500,Unmethylated,wgd,Same,Unmethylated-Unmethylated
312,AT1G18300,Unmethylated,AT1G73540,Unmethylated,wgd,Same,Unmethylated-Unmethylated
313,AT1G18280,Unmethylated,AT1G73550,Unmethylated,wgd,Same,Unmethylated-Unmethylated
314,AT1G18260,Unclassified,AT1G73570,Unclassified,wgd,Undetermined,Unclassified-Unclassified
315,AT1G18250,Unmethylated,AT1G73620,Unmethylated,wgd,Same,Unmethylated-Unmethylated
316,AT1G18210,Unmethylated,AT1G73630,teM,wgd,Different,NA
317,AT1G18200,Unmethylated,AT1G73640,Unmethylated,wgd,Same,Unmethylated-Unmethylated
318,AT1G18180,Unclassified,AT1G73650,Unclassified,wgd,Undetermined,Unclassified-Unclassified
319,AT1G18170,Unmethylated,AT1G73655,Unmethylated,wgd,Same,Unmethylated-Unmethylated
320,AT1G18160,gbM,AT1G73660,Unclassified,wgd,Undetermined,gbM-Unclassified
321,AT1G18150,Unclassified,AT1G73670,Unclassified,wgd,Undetermined,Unclassified-Unclassified
322,AT1G18040,Unclassified,AT1G73690,Unmethylated,wgd,Undetermined,NA
323,AT1G17970,Unmethylated,AT1G73760,Unmethylated,wgd,Same,Unmethylated-Unmethylated
324,AT1G18400,Unmethylated,AT1G73830,Unmethylated,wgd,Same,Unmethylated-Unmethylated
325,AT1G18410,Unmethylated,AT1G73860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
326,AT1G18450,gbM,AT1G73910,Unmethylated,wgd,Different,NA
327,AT1G18460,gbM,AT1G73920,Unclassified,wgd,Undetermined,gbM-Unclassified
328,AT1G18470,gbM,AT1G73950,gbM,wgd,Same,gbM-gbM
329,AT1G18500,Unclassified,AT1G74040,Unclassified,wgd,Undetermined,Unclassified-Unclassified
330,AT1G18510,Unmethylated,AT1G74045,Unclassified,wgd,Undetermined,NA
331,AT1G18540,Unmethylated,AT1G74050,Unmethylated,wgd,Same,Unmethylated-Unmethylated
332,AT1G18570,Unmethylated,AT1G74080,Unmethylated,wgd,Same,Unmethylated-Unmethylated
333,AT1G18590,Unmethylated,AT1G74090,Unclassified,wgd,Undetermined,NA
334,AT1G18600,Unclassified,AT1G74130,Unmethylated,wgd,Undetermined,NA
335,AT1G18610,gbM,AT1G74150,Unclassified,wgd,Undetermined,gbM-Unclassified
336,AT1G18620,gbM,AT1G74160,gbM,wgd,Same,gbM-gbM
337,AT1G18670,Unclassified,AT1G74330,Unclassified,wgd,Undetermined,Unclassified-Unclassified
338,AT1G18690,gbM,AT1G74380,Unclassified,wgd,Undetermined,gbM-Unclassified
339,AT1G18720,Unmethylated,AT1G74440,Unmethylated,wgd,Same,Unmethylated-Unmethylated
340,AT1G18740,Unmethylated,AT1G74450,Unmethylated,wgd,Same,Unmethylated-Unmethylated
341,AT1G18790,Unmethylated,AT1G74480,Unmethylated,wgd,Same,Unmethylated-Unmethylated
342,AT1G18800,Unmethylated,AT1G74560,Unmethylated,wgd,Same,Unmethylated-Unmethylated
343,AT1G18835,Unmethylated,AT1G74660,Unmethylated,wgd,Same,Unmethylated-Unmethylated
344,AT1G18840,gbM,AT1G74690,gbM,wgd,Same,gbM-gbM
345,AT1G18870,Unmethylated,AT1G74710,Unmethylated,wgd,Same,Unmethylated-Unmethylated
346,AT1G18890,Unclassified,AT1G74740,Unclassified,wgd,Undetermined,Unclassified-Unclassified
347,AT1G18900,gbM,AT1G74750,gbM,wgd,Same,gbM-gbM
348,AT1G18910,Unclassified,AT1G74770,Unmethylated,wgd,Undetermined,NA
349,AT1G18940,Unmethylated,AT1G74780,Unclassified,wgd,Undetermined,NA
350,AT1G18990,gbM,AT1G74830,gbM,wgd,Same,gbM-gbM
351,AT1G19000,Unmethylated,AT1G74840,Unmethylated,wgd,Same,Unmethylated-Unmethylated
352,AT1G19010,Unclassified,AT1G74860,Unclassified,wgd,Undetermined,Unclassified-Unclassified
353,AT1G19050,Unmethylated,AT1G74890,Unmethylated,wgd,Same,Unmethylated-Unmethylated
354,AT1G19210,Unmethylated,AT1G74930,Unmethylated,wgd,Same,Unmethylated-Unmethylated
355,AT1G19320,Unmethylated,AT1G75030,Unmethylated,wgd,Same,Unmethylated-Unmethylated
356,AT1G19330,Unmethylated,AT1G75060,Unmethylated,wgd,Same,Unmethylated-Unmethylated
357,AT1G19350,Unmethylated,AT1G75080,Unmethylated,wgd,Same,Unmethylated-Unmethylated
358,AT1G19360,Unclassified,AT1G75110,Unmethylated,wgd,Undetermined,NA
359,AT1G19370,gbM,AT1G75140,Unmethylated,wgd,Different,NA
360,AT1G19400,Unmethylated,AT1G75180,Unmethylated,wgd,Same,Unmethylated-Unmethylated
361,AT1G19450,gbM,AT1G75220,Unclassified,wgd,Undetermined,gbM-Unclassified
362,AT1G19480,Unmethylated,AT1G75230,Unmethylated,wgd,Same,Unmethylated-Unmethylated
363,AT1G19510,Unmethylated,AT1G75250,Unmethylated,wgd,Same,Unmethylated-Unmethylated
364,AT1G19550,Unmethylated,AT1G75270,Unmethylated,wgd,Same,Unmethylated-Unmethylated
365,AT1G19650,Unclassified,AT1G75370,Unclassified,wgd,Undetermined,Unclassified-Unclassified
366,AT1G19660,Unmethylated,AT1G75380,Unmethylated,wgd,Same,Unmethylated-Unmethylated
367,AT1G19680,Unclassified,AT1G75400,gbM,wgd,Undetermined,gbM-Unclassified
368,AT1G19700,Unclassified,AT1G75410,Unmethylated,wgd,Undetermined,NA
369,AT1G19710,Unmethylated,AT1G75420,Unmethylated,wgd,Same,Unmethylated-Unmethylated
370,AT1G19740,Unmethylated,AT1G75460,Unmethylated,wgd,Same,Unmethylated-Unmethylated
371,AT1G19790,Unmethylated,AT1G75520,Unmethylated,wgd,Same,Unmethylated-Unmethylated
372,AT1G19830,Unmethylated,AT1G75580,Unmethylated,wgd,Same,Unmethylated-Unmethylated
373,AT1G19840,Unmethylated,AT1G75590,Unmethylated,wgd,Same,Unmethylated-Unmethylated
374,AT1G19890,Unmethylated,AT1G75600,Unmethylated,wgd,Same,Unmethylated-Unmethylated
375,AT1G19900,Unmethylated,AT1G75620,Unmethylated,wgd,Same,Unmethylated-Unmethylated
376,AT1G19910,Unmethylated,AT1G75630,Unmethylated,wgd,Same,Unmethylated-Unmethylated
377,AT1G19940,Unmethylated,AT1G75680,Unmethylated,wgd,Same,Unmethylated-Unmethylated
378,AT1G19950,Unclassified,AT1G75700,Unmethylated,wgd,Undetermined,NA
379,AT1G19970,Unmethylated,AT1G75760,Unclassified,wgd,Undetermined,NA
380,AT1G20010,Unclassified,AT1G75780,Unmethylated,wgd,Undetermined,NA
381,AT1G20030,Unmethylated,AT1G75800,Unmethylated,wgd,Same,Unmethylated-Unmethylated
382,AT1G20090,Unmethylated,AT1G75840,Unclassified,wgd,Undetermined,NA
383,AT1G20100,Unmethylated,AT1G75860,Unmethylated,wgd,Same,Unmethylated-Unmethylated
384,AT1G20120,Unmethylated,AT1G75880,Unmethylated,wgd,Same,Unmethylated-Unmethylated
385,AT1G20140,Unmethylated,AT1G75950,Unmethylated,wgd,Same,Unmethylated-Unmethylated
386,AT1G20200,gbM,AT1G75990,Unclassified,wgd,Undetermined,gbM-Unclassified
387,AT1G20220,Unclassified,AT1G76010,Unclassified,wgd,Undetermined,Unclassified-Unclassified
388,AT1G20225,Unclassified,AT1G76020,Unmethylated,wgd,Undetermined,NA
389,AT1G20260,Unclassified,AT1G76030,Unclassified,wgd,Undetermined,Unclassified-Unclassified
390,AT1G20310,Unmethylated,AT1G76070,Unmethylated,wgd,Same,Unmethylated-Unmethylated
391,AT1G20330,Unmethylated,AT1G76090,Unmethylated,wgd,Same,Unmethylated-Unmethylated
392,AT1G20340,Unmethylated,AT1G76100,Unmethylated,wgd,Same,Unmethylated-Unmethylated
393,AT1G20370,teM,AT1G76120,Unmethylated,wgd,Different,NA
394,AT1G20380,gbM,AT1G76140,Unclassified,wgd,Undetermined,gbM-Unclassified
395,AT1G20440,Unmethylated,AT1G76180,Unmethylated,wgd,Same,Unmethylated-Unmethylated
396,AT1G20460,Unclassified,AT1G76185,Unmethylated,wgd,Undetermined,NA
397,AT1G20470,Unclassified,AT1G76190,Unclassified,wgd,Undetermined,Unclassified-Unclassified
398,AT1G20520,Unclassified,AT1G76210,Unmethylated,wgd,Undetermined,NA
399,AT1G20540,Unclassified,AT1G76260,Unclassified,wgd,Undetermined,Unclassified-Unclassified
400,AT1G20550,Unclassified,AT1G76270,Unclassified,wgd,Undetermined,Unclassified-Unclassified
401,AT1G20580,Unclassified,AT1G76300,Unmethylated,wgd,Undetermined,NA
402,AT1G20590,Unmethylated,AT1G76310,Unmethylated,wgd,Same,Unmethylated-Unmethylated
403,AT1G20640,gbM,AT1G76350,gbM,wgd,Same,gbM-gbM
404,AT1G20650,Unclassified,AT1G76370,Unmethylated,wgd,Undetermined,NA
405,AT1G20670,gbM,AT1G76380,Unmethylated,wgd,Different,NA
406,AT1G20780,gbM,AT1G76390,gbM,wgd,Same,gbM-gbM
407,AT1G20816,Unmethylated,AT1G76405,Unclassified,wgd,Undetermined,NA
408,AT1G20823,Unmethylated,AT1G76410,Unmethylated,wgd,Same,Unmethylated-Unmethylated
409,AT1G20860,Unmethylated,AT1G76430,Unmethylated,wgd,Same,Unmethylated-Unmethylated
410,AT1G20870,gbM,AT1G76440,Unmethylated,wgd,Different,NA
411,AT1G20880,Unclassified,AT1G76460,Unmethylated,wgd,Undetermined,NA
412,AT1G20890,Unclassified,AT1G76480,Unmethylated,wgd,Undetermined,NA
413,AT1G20900,Unclassified,AT1G76500,Unmethylated,wgd,Undetermined,NA
414,AT1G20910,gbM,AT1G76510,gbM,wgd,Same,gbM-gbM
415,AT1G20925,Unclassified,AT1G76520,Unclassified,wgd,Undetermined,Unclassified-Unclassified
416,AT1G20930,Unclassified,AT1G76540,Unclassified,wgd,Undetermined,Unclassified-Unclassified
417,AT1G20950,Unclassified,AT1G76550,Unmethylated,wgd,Undetermined,NA
418,AT1G20980,gbM,AT1G76580,gbM,wgd,Same,gbM-gbM
419,AT1G21000,Unmethylated,AT1G76590,Unmethylated,wgd,Same,Unmethylated-Unmethylated
420,AT1G21010,Unmethylated,AT1G76600,Unmethylated,wgd,Same,Unmethylated-Unmethylated
421,AT1G21050,Unmethylated,AT1G76610,Unmethylated,wgd,Same,Unmethylated-Unmethylated
422,AT1G21060,Unclassified,AT1G76620,Unmethylated,wgd,Undetermined,NA
423,AT1G21070,Unclassified,AT1G76670,Unmethylated,wgd,Undetermined,NA
424,AT1G21080,Unclassified,AT1G76700,Unclassified,wgd,Undetermined,Unclassified-Unclassified
425,AT1G21100,Unclassified,AT1G76790,Unclassified,wgd,Undetermined,Unclassified-Unclassified
426,AT1G21140,Unmethylated,AT1G76800,Unmethylated,wgd,Same,Unmethylated-Unmethylated
427,AT1G21160,gbM,AT1G76810,gbM,wgd,Same,gbM-gbM
428,AT1G21170,gbM,AT1G76850,Unclassified,wgd,Undetermined,gbM-Unclassified
429,AT1G21190,Unclassified,AT1G76860,Unmethylated,wgd,Undetermined,NA
430,AT1G21200,gbM,AT1G76870,Unmethylated,wgd,Different,NA
431,AT1G21310,Unmethylated,AT1G76930,Unmethylated,wgd,Same,Unmethylated-Unmethylated
432,AT1G21320,Unmethylated,AT1G76940,Unmethylated,wgd,Same,Unmethylated-Unmethylated
433,AT1G21380,gbM,AT1G76970,Unclassified,wgd,Undetermined,gbM-Unclassified
434,AT1G21390,Unmethylated,AT1G76980,Unmethylated,wgd,Same,Unmethylated-Unmethylated
435,AT1G21410,gbM,AT1G77000,Unmethylated,wgd,Different,NA
436,AT1G21440,Unclassified,AT1G77060,Unmethylated,wgd,Undetermined,NA
437,AT1G21530,Unmethylated,AT1G77240,gbM,wgd,Different,NA
438,AT1G21560,Unclassified,AT1G77270,Unclassified,wgd,Undetermined,Unclassified-Unclassified
439,AT1G21590,gbM,AT1G77280,gbM,wgd,Same,gbM-gbM
440,AT1G21610,Unclassified,AT1G77310,gbM,wgd,Undetermined,gbM-Unclassified
441,AT1G21695,Unmethylated,AT1G77400,Unmethylated,wgd,Same,Unmethylated-Unmethylated
442,AT1G21720,Unmethylated,AT1G77440,Unmethylated,wgd,Same,Unmethylated-Unmethylated
443,AT1G21740,Unclassified,AT1G77500,Unclassified,wgd,Undetermined,Unclassified-Unclassified
444,AT1G21750,Unmethylated,AT1G77510,Unmethylated,wgd,Same,Unmethylated-Unmethylated
445,AT1G21770,Unmethylated,AT1G77540,Unmethylated,wgd,Same,Unmethylated-Unmethylated
446,AT1G21810,Unmethylated,AT1G77580,gbM,wgd,Different,NA
447,AT1G21870,Unclassified,AT1G77610,Unclassified,wgd,Undetermined,Unclassified-Unclassified
448,AT1G21880,Unclassified,AT1G77630,Unmethylated,wgd,Undetermined,NA
449,AT1G21910,Unmethylated,AT1G77640,Unmethylated,wgd,Same,Unmethylated-Unmethylated
450,AT1G21920,Unmethylated,AT1G77660,Unmethylated,wgd,Same,Unmethylated-Unmethylated
451,AT1G21980,Unclassified,AT1G77740,Unmethylated,wgd,Undetermined,NA
452,AT1G37130,Unmethylated,AT1G77760,Unmethylated,wgd,Same,Unmethylated-Unmethylated
453,AT1G22015,Unmethylated,AT1G77810,Unclassified,wgd,Undetermined,NA
454,AT1G36730,gbM,AT1G77840,Unmethylated,wgd,Different,NA
455,AT1G22030,Unmethylated,AT1G77855,Unmethylated,wgd,Same,Unmethylated-Unmethylated
456,AT1G22050,Unclassified,AT1G77870,Unmethylated,wgd,Undetermined,NA
457,AT1G22065,Unmethylated,AT1G77885,Unmethylated,wgd,Same,Unmethylated-Unmethylated
458,AT1G22070,gbM,AT1G77920,Unclassified,wgd,Undetermined,gbM-Unclassified
459,AT1G22110,Unmethylated,AT1G77932,Unmethylated,wgd,Same,Unmethylated-Unmethylated
460,AT1G36240,teM,AT1G77940,Unmethylated,wgd,Different,NA
461,AT1G22130,Unmethylated,AT1G77950,Unmethylated,wgd,Same,Unmethylated-Unmethylated
462,AT1G22150,Unclassified,AT1G78000,Unmethylated,wgd,Undetermined,NA
463,AT1G22160,Unmethylated,AT1G78020,Unmethylated,wgd,Same,Unmethylated-Unmethylated
464,AT1G22170,Unclassified,AT1G78050,Unclassified,wgd,Undetermined,Unclassified-Unclassified
465,AT1G36070,gbM,AT1G78070,Unclassified,wgd,Undetermined,gbM-Unclassified
466,AT1G22190,Unmethylated,AT1G78080,Unmethylated,wgd,Same,Unmethylated-Unmethylated
467,AT1G36060,Unmethylated,AT1G78080,Unmethylated,wgd,Same,Unmethylated-Unmethylated
468,AT1G22210,Unmethylated,AT1G78090,Unmethylated,wgd,Same,Unmethylated-Unmethylated
469,AT1G22220,Unmethylated,AT1G78100,Unmethylated,wgd,Same,Unmethylated-Unmethylated
470,AT1G22230,Unmethylated,AT1G78110,Unmethylated,wgd,Same,Unmethylated-Unmethylated
471,AT1G35780,Unmethylated,AT1G78150,Unclassified,wgd,Undetermined,NA
472,AT1G35730,Unmethylated,AT1G78160,Unclassified,wgd,Undetermined,NA
473,AT1G22240,Unclassified,AT1G78160,Unclassified,wgd,Undetermined,Unclassified-Unclassified
474,AT1G22250,Unmethylated,AT1G78170,Unmethylated,wgd,Same,Unmethylated-Unmethylated
475,AT1G22270,Unmethylated,AT1G78190,Unmethylated,wgd,Same,Unmethylated-Unmethylated
476,AT1G22280,Unmethylated,AT1G78200,Unmethylated,wgd,Same,Unmethylated-Unmethylated
477,AT1G22330,Unmethylated,AT1G78260,Unmethylated,wgd,Same,Unmethylated-Unmethylated
478,AT1G22340,Unmethylated,AT1G78270,Unmethylated,wgd,Same,Unmethylated-Unmethylated
479,AT1G17170,Unmethylated,AT1G78320,Unmethylated,wgd,Same,Unmethylated-Unmethylated
480,AT1G17150,teM,AT1G78400,Unmethylated,wgd,Different,NA
481,AT1G17147,Unmethylated,AT1G78410,Unmethylated,wgd,Same,Unmethylated-Unmethylated
482,AT1G17145,Unclassified,AT1G78420,Unclassified,wgd,Undetermined,Unclassified-Unclassified
483,AT1G17140,Unmethylated,AT1G78430,Unmethylated,wgd,Same,Unmethylated-Unmethylated
484,AT1G17100,Unmethylated,AT1G78450,Unmethylated,wgd,Same,Unmethylated-Unmethylated
485,AT1G17050,Unmethylated,AT1G78510,gbM,wgd,Different,NA
486,AT1G17040,Unclassified,AT1G78540,gbM,wgd,Undetermined,gbM-Unclassified
487,AT1G17010,Unmethylated,AT1G78550,Unclassified,wgd,Undetermined,NA
488,AT1G16980,Unmethylated,AT1G78580,Unmethylated,wgd,Same,Unmethylated-Unmethylated
489,AT1G16945,Unmethylated,AT1G78750,Unmethylated,wgd,Same,Unmethylated-Unmethylated
490,AT1G16910,Unmethylated,AT1G78815,Unmethylated,wgd,Same,Unmethylated-Unmethylated
491,AT1G16905,Unmethylated,AT1G78820,Unmethylated,wgd,Same,Unmethylated-Unmethylated
492,AT1G16890,Unmethylated,AT1G78870,Unmethylated,wgd,Same,Unmethylated-Unmethylated
493,AT1G16860,gbM,AT1G78880,gbM,wgd,Same,gbM-gbM
494,AT1G16840,Unmethylated,AT1G78890,Unmethylated,wgd,Same,Unmethylated-Unmethylated
495,AT1G16825,Unmethylated,AT1G78895,Unmethylated,wgd,Same,Unmethylated-Unmethylated
496,AT1G16780,Unclassified,AT1G78920,gbM,wgd,Undetermined,gbM-Unclassified
497,AT1G16760,Unmethylated,AT1G78940,gbM,wgd,Different,NA
498,AT1G16710,gbM,AT1G79000,gbM,wgd,Same,gbM-gbM
499,AT1G16700,Unclassified,AT1G79010,Unclassified,wgd,Undetermined,Unclassified-Unclassified
500,AT1G16690,gbM,AT1G79020,Unclassified,wgd,Undetermined,gbM-Unclassified
501,AT1G16680,gbM,AT1G79030,gbM,wgd,Same,gbM-gbM
502,AT1G16610,gbM,AT1G79100,Unmethylated,wgd,Different,NA
503,AT1G16510,Unmethylated,AT1G79130,Unmethylated,wgd,Same,Unmethylated-Unmethylated
504,AT1G16500,Unmethylated,AT1G79160,Unmethylated,wgd,Same,Unmethylated-Unmethylated
505,AT1G16490,Unmethylated,AT1G79180,Unmethylated,wgd,Same,Unmethylated-Unmethylated
506,AT1G16470,Unmethylated,AT1G79210,Unclassified,wgd,Undetermined,NA
507,AT1G16460,gbM,AT1G79230,Unclassified,wgd,Undetermined,gbM-Unclassified
508,AT1G16440,Unmethylated,AT1G79250,Unmethylated,wgd,Same,Unmethylated-Unmethylated
509,AT1G16420,Unmethylated,AT1G79310,Unmethylated,wgd,Same,Unmethylated-Unmethylated
510,AT1G16400,Unmethylated,AT1G79370,Unmethylated,wgd,Same,Unmethylated-Unmethylated
511,AT1G16380,Unmethylated,AT1G79400,Unmethylated,wgd,Same,Unmethylated-Unmethylated
512,AT1G16370,Unmethylated,AT1G79410,Unmethylated,wgd,Same,Unmethylated-Unmethylated
513,AT1G16360,Unmethylated,AT1G79450,Unmethylated,wgd,Same,Unmethylated-Unmethylated
514,AT1G16350,Unclassified,AT1G79470,Unmethylated,wgd,Undetermined,NA
515,AT1G16340,gbM,AT1G79500,Unclassified,wgd,Undetermined,gbM-Unclassified
516,AT1G16320,Unmethylated,AT1G79510,Unmethylated,wgd,Same,Unmethylated-Unmethylated
517,AT1G16310,Unmethylated,AT1G79520,Unmethylated,wgd,Same,Unmethylated-Unmethylated
518,AT1G16300,Unclassified,AT1G79530,Unclassified,wgd,Undetermined,Unclassified-Unclassified
519,AT1G16270,gbM,AT1G79570,gbM,wgd,Same,gbM-gbM
520,AT1G16225,Unmethylated,AT1G79590,Unclassified,wgd,Undetermined,NA
521,AT1G16220,Unclassified,AT1G79630,Unclassified,wgd,Undetermined,Unclassified-Unclassified
522,AT1G16190,gbM,AT1G79650,Unmethylated,wgd,Different,NA
523,AT1G16170,Unmethylated,AT1G79660,Unmethylated,wgd,Same,Unmethylated-Unmethylated
524,AT1G16110,Unclassified,AT1G79670,Unmethylated,wgd,Undetermined,NA
525,AT1G16060,Unmethylated,AT1G79700,Unmethylated,wgd,Same,Unmethylated-Unmethylated
526,AT1G15280,gbM,AT1G80000,Unclassified,wgd,Undetermined,gbM-Unclassified
527,AT1G15330,Unmethylated,AT1G80090,Unmethylated,wgd,Same,Unmethylated-Unmethylated
528,AT1G15380,Unclassified,AT1G80160,Unmethylated,wgd,Undetermined,NA
529,AT1G15400,Unmethylated,AT1G80180,Unmethylated,wgd,Same,Unmethylated-Unmethylated
530,AT1G15430,gbM,AT1G80220,Unmethylated,wgd,Different,NA
531,AT1G15480,Unclassified,AT1G80270,Unclassified,wgd,Undetermined,Unclassified-Unclassified
532,AT1G15490,Unclassified,AT1G80280,Unclassified,wgd,Undetermined,Unclassified-Unclassified
533,AT1G15500,Unclassified,AT1G80300,Unclassified,wgd,Undetermined,Unclassified-Unclassified
534,AT1G15540,Unmethylated,AT1G80320,Unmethylated,wgd,Same,Unmethylated-Unmethylated
535,AT1G15550,Unmethylated,AT1G80330,Unmethylated,wgd,Same,Unmethylated-Unmethylated
536,AT1G15570,Unclassified,AT1G80370,Unmethylated,wgd,Undetermined,NA
537,AT1G15670,Unmethylated,AT1G80440,Unmethylated,wgd,Same,Unmethylated-Unmethylated
538,AT1G15730,Unmethylated,AT1G80480,Unclassified,wgd,Undetermined,NA
539,AT1G15750,gbM,AT1G80490,gbM,wgd,Same,gbM-gbM
540,AT1G15760,Unmethylated,AT1G80520,Unmethylated,wgd,Same,Unmethylated-Unmethylated
541,AT1G15800,Unmethylated,AT1G80610,Unmethylated,wgd,Same,Unmethylated-Unmethylated
542,AT1G15810,Unmethylated,AT1G80620,Unmethylated,wgd,Same,Unmethylated-Unmethylated
543,AT1G15870,Unmethylated,AT1G80720,Unmethylated,wgd,Same,Unmethylated-Unmethylated
544,AT1G15920,Unmethylated,AT1G80780,Unmethylated,wgd,Same,Unmethylated-Unmethylated
545,AT1G15940,gbM,AT1G80810,Unmethylated,wgd,Different,NA
546,AT1G15950,Unmethylated,AT1G80820,Unmethylated,wgd,Same,Unmethylated-Unmethylated
547,AT1G15960,Unmethylated,AT1G80830,Unmethylated,wgd,Same,Unmethylated-Unmethylated
548,AT1G15970,Unmethylated,AT1G80850,Unmethylated,wgd,Same,Unmethylated-Unmethylated
549,AT1G16000,Unmethylated,AT1G80890,Unmethylated,wgd,Same,Unmethylated-Unmethylated
550,AT1G16010,Unclassified,AT1G80900,Unmethylated,wgd,Undetermined,NA
551,AT1G16020,Unclassified,AT1G80910,gbM,wgd,Undetermined,gbM-Unclassified
552,AT1G15120,Unmethylated,AT2G01090,Unmethylated,wgd,Same,Unmethylated-Unmethylated
553,AT1G15100,Unmethylated,AT2G01150,Unmethylated,wgd,Same,Unmethylated-Unmethylated
554,AT1G15080,Unmethylated,AT2G01180,Unmethylated,wgd,Same,Unmethylated-Unmethylated
555,AT1G15050,Unclassified,AT2G01200,Unclassified,wgd,Undetermined,Unclassified-Unclassified
556,AT1G15030,Unclassified,AT2G01260,Unmethylated,wgd,Undetermined,NA
557,AT1G15020,gbM,AT2G01270,gbM,wgd,Same,gbM-gbM
558,AT1G71100,Unmethylated,AT2G01290,Unmethylated,wgd,Same,Unmethylated-Unmethylated
559,AT1G15010,Unmethylated,AT2G01300,Unmethylated,wgd,Same,Unmethylated-Unmethylated
560,AT1G71015,Unmethylated,AT2G01340,Unmethylated,wgd,Same,Unmethylated-Unmethylated
561,AT1G66480,Unmethylated,AT2G01340,Unmethylated,wgd,Same,Unmethylated-Unmethylated
562,AT1G66420,Unmethylated,AT2G01370,gbM,wgd,Different,NA
563,AT1G70940,Unmethylated,AT2G01420,Unmethylated,wgd,Same,Unmethylated-Unmethylated
564,AT1G70920,Unmethylated,AT2G01430,Unmethylated,wgd,Same,Unmethylated-Unmethylated
565,AT1G14970,Unclassified,AT2G01480,Unclassified,wgd,Undetermined,Unclassified-Unclassified
566,AT1G70895,Unmethylated,AT2G01505,Unmethylated,wgd,Same,Unmethylated-Unmethylated
567,AT1G14930,Unmethylated,AT2G01520,Unmethylated,wgd,Same,Unmethylated-Unmethylated
568,AT1G70830,Unclassified,AT2G01520,Unmethylated,wgd,Undetermined,NA
569,AT1G66360,Unmethylated,AT2G01540,Unmethylated,wgd,Same,Unmethylated-Unmethylated
570,AT1G70790,gbM,AT2G01540,Unmethylated,wgd,Different,NA
571,AT1G70780,Unmethylated,AT2G01554,Unmethylated,wgd,Same,Unmethylated-Unmethylated
572,AT1G14920,Unmethylated,AT2G01570,Unmethylated,wgd,Same,Unmethylated-Unmethylated
573,AT1G14910,Unmethylated,AT2G01600,Unclassified,wgd,Undetermined,NA
574,AT1G70720,Unmethylated,AT2G01610,Unmethylated,wgd,Same,Unmethylated-Unmethylated
575,AT1G14890,Unmethylated,AT2G01610,Unmethylated,wgd,Same,Unmethylated-Unmethylated
576,AT1G66250,gbM,AT2G01630,gbM,wgd,Same,gbM-gbM
577,AT1G70690,Unmethylated,AT2G01660,Unmethylated,wgd,Same,Unmethylated-Unmethylated
578,AT1G14860,Unmethylated,AT2G01670,Unmethylated,wgd,Same,Unmethylated-Unmethylated
