Feature,Methylation,Duplication,tau
AT1G06060,Unmethylated,unclassified,0.138218360792901
AT1G06070,Unclassified,wgd,0.123207484713728
AT1G06080,Unmethylated,wgd,0.496516600691795
AT1G06090,Unmethylated,tandem,0.723699125014033
AT1G06100,Unmethylated,tandem,0.799188437724132
AT1G06110,Unclassified,unclassified,0.27515288056982
AT1G06120,Unmethylated,proximal,0.928164072889889
AT1G06130,Unclassified,wgd,0.172210590701252
AT1G06135,Unmethylated,wgd,0.86468800492678
AT1G06137,Unmethylated,tandem,0.936219612303229
AT1G06140,Unclassified,unclassified,0.17248210093745
AT1G06143,Unmethylated,unclassified,0.155147704339108
AT1G06148,Unmethylated,dispersed,0.688916531270561
AT1G06150,gbM,wgd,0.132660706929195
AT1G06160,Unmethylated,wgd,0.709071716079019
AT1G06170,Unmethylated,wgd,0.695543237985996
AT1G06180,Unmethylated,wgd,0.3051515188297
AT1G06190,Unmethylated,wgd,0.179308981378057
AT1G06200,Unmethylated,wgd,0.167897777520204
AT1G06210,gbM,unclassified,0.162121726639299
AT1G06220,Unclassified,dispersed,0.0948293948423697
AT1G06225,Unmethylated,wgd,0.940296557800237
AT1G06230,Unclassified,unclassified,0.152711257269404
AT1G06240,Unclassified,unclassified,0.190754247518036
AT1G06250,Unclassified,transposed,0.425604698074535
AT1G06260,Unmethylated,unclassified,0.574459603826716
AT1G06270,Unmethylated,unclassified,0.251252489402442
AT1G06280,Unmethylated,dispersed,0.927808133804862
AT1G06290,Unmethylated,tandem,0.233268850779816
AT1G06310,Unmethylated,tandem,0.615996109022488
AT1G06320,Unmethylated,unclassified,0.809138967370451
AT1G06330,Unmethylated,dispersed,0.892836087972028
AT1G06340,Unmethylated,unclassified,0.700781807366089
AT1G06350,Unmethylated,tandem,0.617808206796246
AT1G06360,Unmethylated,tandem,0.550214065429932
AT1G06380,Unmethylated,transposed,0.204088967464192
AT1G06390,Unclassified,wgd,0.0852429050446996
AT1G06400,Unmethylated,transposed,0.216444014420113
AT1G06410,gbM,unclassified,0.103472063061377
AT1G06420,Unmethylated,wgd,0.380964841839971
AT1G06430,Unclassified,wgd,0.304094197243043
AT1G06440,Unmethylated,unclassified,0.248555735808469
AT1G06450,Unmethylated,dispersed,0.302815608377765
AT1G06460,Unclassified,unclassified,0.215431139148875
AT1G06470,Unclassified,unclassified,0.125764197867223
AT1G06475,Unmethylated,dispersed,NA
AT1G06490,gbM,dispersed,0.241272556819306
AT1G06500,gbM,unclassified,0.134673456167604
AT1G06510,Unmethylated,unclassified,0.167418473722385
AT1G06515,Unmethylated,wgd,0.14503517608982
AT1G06520,Unmethylated,unclassified,0.470350533719672
AT1G06530,Unmethylated,dispersed,0.867456116236862
AT1G06540,Unmethylated,wgd,0.706224577306495
AT1G06550,Unclassified,unclassified,0.282629103261799
AT1G06560,gbM,unclassified,0.130928974310705
AT1G06570,Unmethylated,unclassified,0.37503379520482
AT1G06580,Unclassified,transposed,0.12732489068761
AT1G06590,gbM,unclassified,0.156977790831935
AT1G06620,Unmethylated,wgd,0.390729957631266
AT1G06630,Unclassified,transposed,0.202618648127363
AT1G06640,Unmethylated,unclassified,0.272194657009562
AT1G06645,Unmethylated,tandem,0.381878796893568
AT1G06650,Unmethylated,tandem,0.235707218509154
AT1G06660,Unmethylated,wgd,0.342946927577409
AT1G06670,gbM,wgd,0.106950541987173
AT1G06680,Unmethylated,unclassified,0.186634347599755
AT1G06690,Unclassified,unclassified,0.230114018267804
AT1G06700,Unclassified,wgd,0.334500805339376
AT1G06710,Unclassified,unclassified,0.158837690575188
AT1G06720,gbM,unclassified,0.149055352277318
AT1G06730,Unclassified,unclassified,0.131687177292338
AT1G06740,Unclassified,unclassified,0.250362782362541
AT1G06750,Unmethylated,wgd,0.758597962483953
AT1G06760,Unmethylated,wgd,0.187088444943199
AT1G06770,Unclassified,wgd,0.352007555477097
AT1G06780,Unclassified,wgd,0.250959727454425
AT1G06790,Unclassified,unclassified,0.237658562523996
AT1G06800,Unmethylated,wgd,0.336448584976075
AT1G06810,Unmethylated,dispersed,0.827969593844582
AT1G06820,Unmethylated,unclassified,0.124486757499249
AT1G06830,Unmethylated,wgd,0.552644837283439
AT1G06840,gbM,transposed,0.202763623938887
AT1G06850,Unmethylated,transposed,0.31731327255356
AT1G06870,Unmethylated,dispersed,0.160830361513859
AT1G06890,Unmethylated,wgd,0.335981112422974
AT1G06900,gbM,unclassified,0.139555715349881
AT1G06910,Unclassified,wgd,0.155777997009233
AT1G06920,Unmethylated,wgd,0.770531510196507
AT1G06923,Unmethylated,wgd,0.900638573225554
AT1G06925,Unmethylated,dispersed,0.861185972092883
AT1G06930,Unmethylated,dispersed,0.899967505860361
AT1G06950,gbM,unclassified,0.13882935922221
AT1G06960,Unclassified,wgd,0.250197457731474
AT1G06970,Unmethylated,wgd,0.809257440620611
AT1G06980,Unmethylated,wgd,0.59394397581751
AT1G06990,Unmethylated,wgd,0.907989237958072
AT1G07000,Unmethylated,unclassified,0.381830051562452
AT1G07010,Unclassified,unclassified,0.341903557539393
AT1G07020,Unmethylated,unclassified,0.18077100759459
AT1G07025,teM,unclassified,0.937370687845435
AT1G07030,Unmethylated,wgd,0.196854498614505
AT1G07040,Unclassified,unclassified,0.26975989439299
AT1G07050,Unmethylated,dispersed,0.352134685184345
AT1G07060,Unmethylated,unclassified,0.612912804850282
AT1G07070,Unmethylated,dispersed,0.283119460792962
AT1G07080,Unclassified,dispersed,0.255634665323525
AT1G07090,Unmethylated,wgd,0.340061430346137
AT1G07110,gbM,unclassified,0.151305473429014
AT1G07120,Unclassified,unclassified,0.364435765852593
AT1G07130,Unmethylated,unclassified,0.28854125832239
AT1G07135,Unmethylated,unclassified,0.305298030057843
AT1G07140,Unmethylated,wgd,0.0914130049009964
AT1G07150,Unmethylated,wgd,0.483777150491643
AT1G07160,Unmethylated,wgd,0.679067822451107
AT1G07170,Unmethylated,wgd,0.245332185372421
AT1G07175,Unmethylated,wgd,0.816765013109451
AT1G07180,Unmethylated,wgd,0.485862843552899
AT1G07190,Unmethylated,transposed,0.943987556092255
AT1G07200,Unclassified,wgd,0.20807534563042
AT1G07210,Unmethylated,unclassified,0.166758351441164
AT1G07220,Unclassified,unclassified,0.317481989782858
AT1G07230,Unmethylated,unclassified,0.226037021812776
AT1G07240,Unmethylated,wgd,0.217110661645817
AT1G07250,Unmethylated,tandem,0.160063658317512
AT1G07260,Unmethylated,tandem,0.392712907286836
AT1G07270,Unmethylated,wgd,0.382868601292959
AT1G07280,Unmethylated,wgd,0.285743087035329
AT1G07290,Unclassified,unclassified,0.341763715444766
AT1G07300,Unmethylated,transposed,0.355080474041495
AT1G07310,Unmethylated,dispersed,0.232599203190988
AT1G07320,Unmethylated,unclassified,0.182236921274576
AT1G07330,Unclassified,wgd,0.770929219901431
AT1G07340,Unmethylated,unclassified,0.878101017575556
AT1G07350,gbM,unclassified,0.337248867125155
AT1G07360,gbM,wgd,0.1347587267471
AT1G07370,Unmethylated,wgd,0.338099302208858
AT1G07380,Unclassified,wgd,0.174165686399583
AT1G07390,gbM,dispersed,0.226087386603608
AT1G07400,Unmethylated,wgd,0.582299068265604
AT1G07410,Unmethylated,wgd,0.456877390065389
AT1G07420,Unmethylated,wgd,0.0929432739017718
AT1G07430,Unmethylated,wgd,0.394862766276009
AT1G07440,Unmethylated,wgd,0.258205628910041
AT1G07450,Unmethylated,tandem,0.470070265330116
AT1G07460,Unmethylated,wgd,0.893050827151616
AT1G07470,gbM,proximal,0.234517492216755
AT1G07473,Unmethylated,tandem,0.732071702400286
AT1G07476,gbM,tandem,0.720560318565904
AT1G07480,gbM,proximal,0.26561708172682
AT1G07485,Unmethylated,unclassified,0.744453301873485
AT1G07490,Unmethylated,wgd,0.62219972900673
AT1G07500,Unmethylated,unclassified,NA
AT1G07510,gbM,wgd,0.246535867411899
AT1G07520,Unclassified,wgd,NA
AT1G07530,gbM,tandem,0.262489236358511
AT1G07540,Unmethylated,wgd,0.839030980729867
AT1G07550,Unmethylated,wgd,0.903598759548037
AT1G07560,Unmethylated,tandem,0.874458066033879
AT1G07570,Unclassified,wgd,0.228080565374075
AT1G07590,Unclassified,unclassified,0.384613796772685
AT1G07600,Unmethylated,unclassified,NA
AT1G07610,Unmethylated,singletons,0.508716452671706
AT1G07615,gbM,unclassified,0.231953992218767
AT1G07620,Unmethylated,wgd,0.625630681843192
AT1G07630,Unmethylated,wgd,0.217479016156096
AT1G07640,Unmethylated,wgd,0.219682415597658
AT1G07645,Unmethylated,unclassified,0.844856923472057
AT1G07650,gbM,transposed,0.173219613002407
AT1G07660,Unmethylated,wgd,0.15403494694705
AT1G07670,gbM,dispersed,0.134620876325719
AT1G07680,Unmethylated,dispersed,0.850000109989946
AT1G07690,Unmethylated,dispersed,0.84812076682899
AT1G07700,Unmethylated,unclassified,0.211172328417354
AT1G07705,gbM,wgd,0.0791423469123418
AT1G07710,gbM,wgd,0.486369067416655
AT1G07720,Unmethylated,wgd,0.241772737543603
AT1G07725,Unmethylated,wgd,0.287955755887772
AT1G07730,gbM,wgd,0.954532956299928
AT1G07740,Unmethylated,dispersed,0.139662221182983
AT1G07745,Unclassified,unclassified,0.237895569674467
AT1G07747,Unmethylated,transposed,0.901222023533014
AT1G07750,Unmethylated,wgd,0.265366712495502
AT1G07770,Unmethylated,wgd,0.185894732155864
AT1G07780,Unmethylated,dispersed,0.234985330219432
AT1G07790,Unmethylated,transposed,0.228578618202435
AT1G07795,Unmethylated,wgd,0.754771350083201
AT1G07810,gbM,dispersed,0.202132149736253
AT1G07820,Unmethylated,wgd,0.202173998199305
AT1G07830,Unclassified,unclassified,0.230793706836764
AT1G07840,Unclassified,unclassified,0.180950712066078
AT1G07850,Unmethylated,transposed,0.81535623838488
AT1G07860,Unmethylated,unclassified,0.892838818304332
AT1G07870,Unclassified,wgd,0.329716222153114
AT1G07880,Unmethylated,unclassified,0.322672605417912
AT1G07885,Unmethylated,unclassified,0.607396469644662
AT1G07890,Unmethylated,dispersed,0.109289531344892
AT1G07900,Unmethylated,wgd,0.651185870901246
AT1G07901,Unmethylated,unclassified,0.354852253682646
AT1G07902,Unmethylated,unclassified,0.372673356524703
AT1G07910,gbM,unclassified,0.172298097702854
AT1G07920,Unmethylated,tandem,0.148176382265524
AT1G07930,Unclassified,tandem,0.135138208624923
AT1G07940,Unmethylated,tandem,0.138032920600231
AT1G07950,Unmethylated,dispersed,0.170838434643696
AT1G07960,Unmethylated,unclassified,0.126825880154407
AT1G07970,gbM,unclassified,0.142938382597215
AT1G07980,Unmethylated,unclassified,0.244744892623666
AT1G07985,Unmethylated,unclassified,0.779782610603817
AT1G07990,gbM,wgd,0.108801949607129
AT1G08000,Unclassified,wgd,0.155782054197238
AT1G08005,Unmethylated,unclassified,NA
AT1G08010,gbM,proximal,0.158438317497734
AT1G08030,Unclassified,unclassified,0.329135531153606
AT1G08035,Unmethylated,wgd,0.597588194177627
AT1G08040,Unclassified,wgd,0.159763377417431
AT1G08050,Unmethylated,transposed,0.446336206211621
AT1G08060,gbM,unclassified,0.213026876943364
AT1G08065,Unmethylated,wgd,0.869132873490801
AT1G08070,Unclassified,unclassified,0.277337055133662
AT1G08080,Unmethylated,proximal,0.346979820274934
AT1G08090,Unmethylated,tandem,0.784197671101799
AT1G08100,Unmethylated,tandem,0.953426470433093
AT1G08110,Unclassified,unclassified,0.126492770455398
AT1G08120,Unmethylated,unclassified,0.74551016574332
AT1G08125,gbM,unclassified,0.136373491457536
AT1G08130,Unclassified,dispersed,0.153947224481506
AT1G08135,Unmethylated,wgd,0.88080876511127
AT1G08140,Unmethylated,tandem,0.800244632209118
AT1G08150,Unmethylated,tandem,0.813706292723436
AT1G08160,Unmethylated,dispersed,0.329272825188705
AT1G08165,Unmethylated,unclassified,0.511153013257478
AT1G08170,Unmethylated,transposed,0.816817655413581
AT1G08180,Unmethylated,unclassified,0.310926861454027
AT1G08190,gbM,unclassified,0.209301042967667
AT1G08200,Unclassified,dispersed,0.182754452670812
AT1G08210,Unclassified,dispersed,0.21766135641549
AT1G08220,Unclassified,unclassified,0.243318937013393
AT1G08230,Unmethylated,unclassified,0.240248964339793
AT1G08250,Unmethylated,transposed,0.968846006185917
AT1G08260,gbM,dispersed,0.174367880119527
AT1G08270,Unmethylated,dispersed,0.401117043508397
AT1G08280,Unclassified,unclassified,0.269982397695329
AT1G08290,Unmethylated,dispersed,0.498145830081305
AT1G08300,Unclassified,unclassified,0.266690665418954
AT1G08310,gbM,transposed,0.713822252732281
AT1G08315,Unmethylated,unclassified,0.332387826737273
AT1G08320,Unmethylated,unclassified,0.626132016114426
AT1G08340,Unclassified,dispersed,0.463418772932686
AT1G08350,gbM,unclassified,0.187288522751101
AT1G08360,Unmethylated,dispersed,0.152422847863573
AT1G08370,gbM,unclassified,0.146913166929495
AT1G08380,Unmethylated,unclassified,0.218766587638539
AT1G08390,Unmethylated,unclassified,0.237975770508993
AT1G08400,Unclassified,unclassified,0.141397111276906
AT1G08410,gbM,dispersed,0.208820207668226
AT1G08420,gbM,dispersed,0.245178640891428
AT1G08430,Unmethylated,tandem,0.793908246483946
AT1G08440,Unmethylated,tandem,0.706830532620311
AT1G08450,gbM,unclassified,0.253075514169075
AT1G08460,Unclassified,unclassified,0.252072147716375
AT1G08465,Unmethylated,unclassified,0.262613009364968
AT1G08470,Unmethylated,transposed,0.175875122730562
AT1G08480,Unmethylated,unclassified,0.151310267421438
AT1G08490,Unclassified,unclassified,0.145760825873612
AT1G08500,Unmethylated,unclassified,0.475826597896964
AT1G08510,Unclassified,unclassified,0.26458587539988
AT1G08520,Unclassified,unclassified,0.160795361730059
AT1G08530,Unmethylated,unclassified,0.107191459187307
AT1G08540,gbM,unclassified,0.198755948514361
AT1G08550,gbM,unclassified,0.214329767374023
AT1G08560,Unmethylated,unclassified,0.286861337841079
AT1G08570,Unmethylated,dispersed,0.252735506350253
AT1G08580,Unmethylated,unclassified,0.22562120120001
AT1G08590,Unclassified,dispersed,0.331206639497118
AT1G08600,gbM,unclassified,0.29758151177335
AT1G08610,gbM,unclassified,0.213451246387084
AT1G08620,gbM,dispersed,0.210603794673282
AT1G08630,Unmethylated,dispersed,0.43946701472887
AT1G08640,Unclassified,unclassified,0.127559123494416
AT1G08645,Unmethylated,unclassified,0.967270532571926
AT1G08650,Unmethylated,dispersed,0.232993953706549
AT1G08660,Unclassified,unclassified,0.100165695788631
AT1G08670,Unmethylated,dispersed,0.901602288774913
AT1G08680,gbM,dispersed,0.104677796854782
AT1G08695,Unmethylated,dispersed,0.948537487143087
AT1G08700,Unmethylated,unclassified,0.153233409768462
AT1G08710,Unmethylated,unclassified,0.186813046838529
AT1G08720,gbM,unclassified,0.201041207620123
AT1G08730,Unclassified,wgd,0.621150704010704
AT1G08750,Unclassified,unclassified,0.0797422121427031
AT1G08760,Unclassified,unclassified,0.10883889529381
AT1G08770,Unmethylated,dispersed,0.344324725623748
AT1G08780,Unclassified,unclassified,0.143923469788063
AT1G08790,Unmethylated,transposed,0.903719909360481
AT1G08800,Unclassified,dispersed,0.222928587205114
AT1G08810,Unmethylated,transposed,0.371605430982673
AT1G08820,gbM,dispersed,0.094516910698801
AT1G08830,Unclassified,unclassified,0.0968769685152266
AT1G08840,gbM,unclassified,0.146388065832111
AT1G08845,Unclassified,unclassified,0.243429610633022
AT1G08860,gbM,transposed,0.571885618993267
AT1G08880,Unmethylated,wgd,0.205983578512577
AT1G08890,Unmethylated,wgd,0.394602234493613
AT1G08900,Unmethylated,tandem,0.399119744671469
AT1G08910,gbM,dispersed,0.18078892111837
AT1G08920,Unmethylated,tandem,0.35745498989088
AT1G08930,Unmethylated,tandem,0.359841282064986
AT1G08940,Unmethylated,dispersed,0.38116237278822
AT1G08960,Unclassified,unclassified,0.13557841143037
AT1G08970,gbM,wgd,0.0955460042457576
AT1G08980,Unclassified,unclassified,0.227382788771158
AT1G08985,Unmethylated,dispersed,0.845798833941277
AT1G08990,Unmethylated,wgd,0.830785271521255
AT1G09000,Unmethylated,wgd,0.231144671939329
AT1G09010,gbM,unclassified,0.0938889493133119
AT1G09020,gbM,unclassified,0.136645946298572
AT1G09030,Unmethylated,dispersed,0.940231538946003
AT1G09040,Unclassified,wgd,0.323443020679905
AT1G09050,gbM,tandem,0.338987029172653
AT1G09060,gbM,unclassified,0.108982727388993
AT1G09070,Unmethylated,transposed,0.209495509078545
AT1G09080,Unclassified,unclassified,0.574674155601737
AT1G09090,Unclassified,transposed,0.864659813812293
AT1G09100,gbM,dispersed,0.187781639625914
AT1G09130,Unmethylated,unclassified,0.13478562323556
AT1G09140,Unclassified,transposed,0.280998330726336
AT1G09150,Unclassified,unclassified,0.123246169581056
AT1G09155,Unmethylated,wgd,0.713908633469489
AT1G09157,Unmethylated,dispersed,0.807319674339012
AT1G09160,gbM,unclassified,0.109048239888925
AT1G09170,Unmethylated,dispersed,0.732228398159708
AT1G09176,Unmethylated,dispersed,0.794905561584382
AT1G09180,Unmethylated,wgd,0.456621529484099
AT1G09190,Unclassified,dispersed,0.254354112446755
AT1G09195,Unclassified,unclassified,0.161253900102366
AT1G09200,Unmethylated,transposed,0.245342297989799
AT1G09210,Unmethylated,wgd,0.196064205787441
AT1G09220,Unclassified,unclassified,0.271670858877188
AT1G09230,Unclassified,unclassified,0.160081638930964
AT1G09240,Unmethylated,wgd,0.625008917474708
AT1G09245,Unmethylated,dispersed,0.961441253638163
AT1G09250,Unmethylated,unclassified,0.26119826111958
AT1G09260,teM,unclassified,0.936333552028969
AT1G09270,gbM,transposed,0.167932591321111
AT1G09280,gbM,unclassified,0.147066841107223
AT1G09290,Unclassified,unclassified,0.162530428705289
AT1G09300,gbM,unclassified,0.182696225587423
AT1G09310,Unclassified,wgd,0.240061838577527
AT1G09320,Unmethylated,dispersed,0.229388223692957
AT1G09330,Unmethylated,unclassified,0.200479120772558
AT1G09340,Unmethylated,unclassified,0.277330610903786
AT1G09350,Unmethylated,wgd,0.751215718284083
AT1G09360,Unmethylated,wgd,0.900676220168834
AT1G09370,Unmethylated,tandem,0.774907294079023
AT1G09380,Unmethylated,unclassified,0.752854388886879
AT1G09390,Unmethylated,wgd,0.184261772653678
AT1G09400,Unmethylated,unclassified,0.567421643468908
AT1G09410,Unclassified,wgd,0.253157795127796
AT1G09415,Unmethylated,unclassified,0.27205437365477
AT1G09420,Unmethylated,unclassified,0.226667312638628
AT1G09430,gbM,unclassified,0.211531039511156
AT1G09440,Unclassified,wgd,0.310173579756754
AT1G09450,Unclassified,unclassified,0.379502778434599
AT1G09460,Unclassified,dispersed,0.339396172914382
AT1G09470,Unmethylated,proximal,0.328977817702963
AT1G09480,Unmethylated,proximal,0.488963851098919
AT1G09483,Unmethylated,proximal,0.784688965143152
AT1G09490,Unmethylated,unclassified,0.286143906587051
AT1G09500,Unmethylated,tandem,0.609385647994895
AT1G09510,Unmethylated,tandem,0.70095792501288
AT1G09520,Unmethylated,unclassified,0.182242471459981
AT1G09530,Unclassified,unclassified,0.291685504879838
AT1G09540,Unmethylated,wgd,0.619741771802718
AT1G09550,Unmethylated,unclassified,0.835395900631848
AT1G09560,Unmethylated,transposed,0.311880108655932
AT1G09570,gbM,dispersed,0.200250243757396
AT1G09575,Unmethylated,wgd,0.370832312608714
AT1G09580,Unmethylated,wgd,0.317977615707273
AT1G09590,Unmethylated,wgd,0.178087038062032
AT1G09600,Unclassified,wgd,0.603573598045265
AT1G09610,Unclassified,transposed,0.522666749523611
AT1G09620,gbM,unclassified,0.0724375142758808
AT1G09625,Unmethylated,unclassified,0.943165635491679
AT1G09630,Unmethylated,unclassified,0.183287606491721
AT1G09640,Unmethylated,wgd,0.0901742846599062
AT1G09645,Unmethylated,wgd,0.120212095814583
AT1G09650,Unmethylated,transposed,0.459004017986207
AT1G09660,Unclassified,unclassified,0.142415451399373
AT1G09665,Unmethylated,wgd,0.930234943754056
AT1G09680,Unmethylated,unclassified,0.285634651868557
